"Site","Plot","TIMESTAMP","Instrument","Instrument_ID","Sensor_ID","Location","Value","research_name","Source_file","F_OOB","F_OOS","F_MAD"
"GCW","W","2022-04-18 19:30:00","CS106",,,,2.105793,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 19:45:00","CS106",,,,2.211493,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 20:00:00","CS106",,,,2.263671,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 20:15:00","CS106",,,,2.210752,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 20:30:00","CS106",,,,2.140179,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 20:45:00","CS106",,,,2.069468,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 21:00:00","CS106",,,,1.98973,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 21:15:00","CS106",,,,1.980859,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 21:30:00","CS106",,,,1.972387,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 21:45:00","CS106",,,,1.999165,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 22:00:00","CS106",,,,1.803748,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 22:15:00","CS106",,,,1.624691,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 22:30:00","CS106",,,,1.481614,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 22:45:00","CS106",,,,1.337453,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 23:00:00","CS106",,,,1.265798,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 23:15:00","CS106",,,,1.230261,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 23:30:00","CS106",,,,1.230634,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-18 23:45:00","CS106",,,,1.230697,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 00:00:00","CS106",,,,1.248875,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 00:15:00","CS106",,,,1.248875,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 00:30:00","CS106",,,,1.267033,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 00:45:00","CS106",,,,1.285182,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 01:00:00","CS106",,,,1.285182,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 01:15:00","CS106",,,,1.339565,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 01:30:00","CS106",,,,1.339565,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 01:45:00","CS106",,,,1.375769,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 02:00:00","CS106",,,,1.411932,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 02:15:00","CS106",,,,1.375769,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 02:30:00","CS106",,,,1.339565,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 02:45:00","CS106",,,,1.339565,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 03:00:00","CS106",,,,1.411932,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 03:15:00","CS106",,,,1.429998,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 03:30:00","CS106",,,,1.429998,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 03:45:00","CS106",,,,1.429998,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 04:00:00","CS106",,,,1.339565,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 04:15:00","CS106",,,,1.321447,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 04:30:00","CS106",,,,1.239792,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 04:45:00","CS106",,,,1.212528,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 05:00:00","CS106",,,,1.066728,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 05:15:00","CS106",,,,1.030175,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 05:30:00","CS106",,,,0.9202665,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 05:45:00","CS106",,,,0.9935808,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 06:00:00","CS106",,,,1.025603,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 06:15:00","CS106",,,,1.230707,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 06:30:00","CS106",,,,1.393855,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 06:45:00","CS106",,,,1.538184,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 07:00:00","CS106",,,,1.717313,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 07:15:00","CS106",,,,1.87637,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 07:30:00","CS106",,,,1.95459,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 07:45:00","CS106",,,,2.096063,"wx-svp15","0fc57275",,0,
"GCW","W","2022-04-19 08:00:00","CS106",,,,2.157629,"wx-svp15","0fc57275",,0,
