"Site","Plot","TIMESTAMP","Instrument","Instrument_ID","Sensor_ID","Location","Value","research_name","Source_file","F_OOB","F_OOS","F_MAD"
"GCW","W","2022-04-18 19:30:00","CS106",,,,1010.569,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 19:45:00","CS106",,,,1010.15,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 20:00:00","CS106",,,,1010.708,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 20:15:00","CS106",,,,1010.805,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 20:30:00","CS106",,,,1010.816,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 20:45:00","CS106",,,,1010.603,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 21:00:00","CS106",,,,1010.296,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 21:15:00","CS106",,,,1009.687,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 21:30:00","CS106",,,,1009.03,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 21:45:00","CS106",,,,1009.074,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 22:00:00","CS106",,,,1009.046,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 22:15:00","CS106",,,,1008.776,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 22:30:00","CS106",,,,1008.778,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 22:45:00","CS106",,,,1008.777,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 23:00:00","CS106",,,,1008.743,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 23:15:00","CS106",,,,1008.907,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 23:30:00","CS106",,,,1008.87,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-18 23:45:00","CS106",,,,1008.614,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 00:00:00","CS106",,,,1008.545,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 00:15:00","CS106",,,,1008.47,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 00:30:00","CS106",,,,1008.515,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 00:45:00","CS106",,,,1008.404,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 01:00:00","CS106",,,,1008.383,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 01:15:00","CS106",,,,1008.494,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 01:30:00","CS106",,,,1008.487,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 01:45:00","CS106",,,,1008.379,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 02:00:00","CS106",,,,1008.405,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 02:15:00","CS106",,,,1008.418,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 02:30:00","CS106",,,,1008.604,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 02:45:00","CS106",,,,1008.795,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 03:00:00","CS106",,,,1009.008,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 03:15:00","CS106",,,,1009.34,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 03:30:00","CS106",,,,1009.52,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 03:45:00","CS106",,,,1009.544,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 04:00:00","CS106",,,,1009.668,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 04:15:00","CS106",,,,1009.911,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 04:30:00","CS106",,,,1010.039,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 04:45:00","CS106",,,,1010.2,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 05:00:00","CS106",,,,1010.461,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 05:15:00","CS106",,,,1010.655,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 05:30:00","CS106",,,,1010.811,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 05:45:00","CS106",,,,1010.916,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 06:00:00","CS106",,,,1011.163,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 06:15:00","CS106",,,,1011.318,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 06:30:00","CS106",,,,1011.428,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 06:45:00","CS106",,,,1011.611,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 07:00:00","CS106",,,,1011.84,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 07:15:00","CS106",,,,1011.891,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 07:30:00","CS106",,,,1011.832,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 07:45:00","CS106",,,,1011.868,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 08:00:00","CS106",,,,1011.758,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 08:15:00","CS106",,,,1011.644,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 08:30:00","CS106",,,,1011.615,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 08:45:00","CS106",,,,1011.799,"wx-barpress15","0fc57275",1,0,
"GCW","W","2022-04-19 09:00:00","CS106",,,,1011.967,"wx-barpress15","0fc57275",1,0,
