"Site","TIMESTAMP","DO_mgL","FDOM_RFU","Chlorophyll_ugL","Conductivity","DO_saturation","Salinity_PPT","TDS_mgL","pH","Temp_C","Depth_m"
"DOCK",2026-01-30 18:06:00,14.08,5,8.57,12.96,107.39,14.38,15945.35,7.75,0.303,1.024
"DOCK",2026-01-30 18:12:00,14.01,5.01,8.15,12.948,106.77,14.38,15951.81,7.73,0.269,1.026
"DOCK",2026-01-30 18:18:00,14.03,4.98,8.27,12.946,106.87,14.38,15951.24,7.74,0.265,1.026
"DOCK",2026-01-30 18:24:00,14.02,4.96,8.89,12.944,106.79,14.38,15954.81,7.73,0.255,1.025
"DOCK",2026-01-30 18:30:00,14,4.93,7.44,12.942,106.63,14.38,15953.11,7.72,0.25,1.026
"DOCK",2026-01-30 18:36:00,14.02,4.97,7.6,12.934,106.73,14.38,15953.57,7.73,0.237,1.026
"DOCK",2026-01-30 18:42:00,13.98,5,7.77,12.929,106.38,14.38,15956.49,7.73,0.219,1.027
"DOCK",2026-01-30 18:48:00,13.96,5.01,10.82,12.931,106.24,14.38,15956.65,7.73,0.223,1.027
"DOCK",2026-01-30 18:54:00,13.96,4.97,8.23,12.922,106.11,14.38,15960.78,7.71,0.197,1.027
"DOCK",2026-01-30 19:00:00,13.96,5,9.28,12.921,106.15,14.38,15960.54,7.72,0.197,1.028
"DOCK",2026-01-30 19:06:00,14.04,5.02,8.84,12.924,106.8,14.38,15957.74,7.73,0.206,1.029
"DOCK",2026-01-30 19:12:00,13.99,5,9.73,12.912,106.28,14.38,15963.92,7.73,0.171,1.028
"DOCK",2026-01-30 19:18:00,14,5.08,9.75,12.918,106.41,14.38,15961.41,7.73,0.185,1.028
"DOCK",2026-01-30 19:24:00,14,5.02,9.03,12.915,106.36,14.38,15964.08,7.73,0.176,1.029
"DOCK",2026-01-30 19:30:00,14.06,5.07,8.01,12.912,106.81,14.38,15961.79,7.74,0.175,1.03
"DOCK",2026-01-30 19:36:00,14.04,5.03,8.55,12.912,106.64,14.38,15963.13,7.73,0.17,1.03
"DOCK",2026-01-30 19:42:00,14.11,5.01,9.74,12.907,107.18,14.38,15965.19,7.75,0.157,1.03
"DOCK",2026-01-30 19:48:00,14.05,5.06,8.97,12.911,106.71,14.38,15965.51,7.74,0.165,1.029
"DOCK",2026-01-30 19:54:00,14.05,5,9.63,12.91,106.69,14.38,15967.59,7.73,0.159,1.028
"DOCK",2026-01-30 20:00:00,14.1,5.03,9.07,12.908,107.07,14.38,15966.49,7.74,0.155,1.028
"DOCK",2026-01-30 20:06:00,14.12,5.04,8.56,12.902,107.21,14.38,15963.57,7.74,0.15,1.028
"DOCK",2026-01-30 20:12:00,14.11,5.08,7.79,12.902,107.08,14.39,15970.7,7.74,0.137,1.027
"DOCK",2026-01-30 20:18:00,14.12,5.11,8.95,12.901,107.2,14.38,15967.38,7.74,0.14,1.028
"DOCK",2026-01-30 20:24:00,14.08,5.03,7.9,12.9,106.84,14.38,15970.1,7.73,0.134,1.027
"DOCK",2026-01-30 20:30:00,14.09,5.01,8.97,12.889,106.87,14.38,15969.81,7.74,0.111,1.028
"DOCK",2026-01-30 20:36:00,14.11,5.08,11.37,12.887,107,14.38,15971.26,7.74,0.105,1.028
"DOCK",2026-01-30 20:42:00,14.06,5.01,9.38,12.888,106.61,14.38,15971.93,7.74,0.103,1.03
"DOCK",2026-01-30 20:48:00,14.06,5.06,10.12,12.888,106.67,14.38,15973.22,7.73,0.103,1.031
"DOCK",2026-01-30 20:54:00,14.06,5.05,9.25,12.886,106.62,14.39,15975.71,7.73,0.094,1.03
"DOCK",2026-01-30 21:00:00,14.09,5.07,10.27,12.888,106.87,14.38,15973.24,7.74,0.103,1.031
"DOCK",2026-01-30 21:06:00,14.08,5.1,10.6,12.882,106.74,14.38,15973.95,7.74,0.088,1.032
"DOCK",2026-01-30 21:12:00,14.09,5.04,9.2,12.883,106.8,14.38,15974.69,7.74,0.09,1.032
"DOCK",2026-01-30 21:18:00,14.11,4.96,11.32,12.881,106.98,14.38,15973.47,7.74,0.089,1.033
"DOCK",2026-01-30 21:24:00,14.08,5.05,11.62,12.882,106.75,14.39,15976.3,7.73,0.084,1.032
"DOCK",2026-01-30 21:30:00,14.08,5.01,10.88,12.883,106.72,14.39,15975.16,7.73,0.089,1.033
"DOCK",2026-01-30 21:36:00,14.07,5.08,12.8,12.883,106.63,14.38,15975.58,7.73,0.088,1.033
"DOCK",2026-01-30 21:42:00,14.07,5.02,13.43,12.884,106.66,14.38,15973.99,7.74,0.092,1.034
"DOCK",2026-01-30 21:48:00,14.06,5.05,11.99,12.888,106.61,14.39,15975.86,7.73,0.099,1.034
"DOCK",2026-01-30 21:54:00,14.09,5.05,11.47,12.882,106.78,14.39,15975.75,7.73,0.085,1.034
"DOCK",2026-01-30 22:00:00,14.08,5.07,11.15,12.886,106.78,14.39,15976.17,7.74,0.094,1.035
"DOCK",2026-01-30 22:06:00,14.05,5.07,11.62,12.88,106.47,14.38,15975.38,7.73,0.081,1.036
"DOCK",2026-01-30 22:12:00,14.08,5.08,10.07,12.882,106.75,14.39,15977.37,7.74,0.082,1.035
"DOCK",2026-01-30 22:18:00,14.07,5.07,10.28,12.879,106.66,14.38,15976.46,7.73,0.08,1.034
"DOCK",2026-01-30 22:24:00,14.06,4.92,8.39,12.88,106.53,14.39,15978.23,7.73,0.076,1.035
"DOCK",2026-01-30 22:30:00,14.08,5.04,12.19,12.872,106.65,14.39,15979.84,7.74,0.059,1.038
"DOCK",2026-01-30 22:36:00,14.1,5.02,13.29,12.871,106.79,14.39,15980.28,7.74,0.053,1.037
"DOCK",2026-01-30 22:42:00,14.04,4.97,11.2,12.877,106.4,14.39,15979.23,7.73,0.069,1.036
"DOCK",2026-01-30 22:48:00,14.08,5.08,11.28,12.875,106.71,14.38,15978.36,7.74,0.069,1.037
"DOCK",2026-01-30 22:54:00,14.08,5,9.63,12.872,106.67,14.39,15982.12,7.73,0.054,1.037
"DOCK",2026-01-30 23:00:00,14.11,5.06,11.72,12.872,106.89,14.39,15979.78,7.74,0.057,1.038
"DOCK",2026-01-30 23:06:00,14.14,5.02,12.88,12.862,106.98,14.39,15985.23,7.74,0.026,1.04
"DOCK",2026-01-30 23:12:00,14.13,4.95,11.22,12.86,106.94,14.39,15985.88,7.74,0.021,1.041
"DOCK",2026-01-30 23:18:00,14.13,5.1,13.83,12.86,106.91,14.39,15985.15,7.74,0.021,1.042
"DOCK",2026-01-30 23:24:00,14.14,5.04,11.74,12.851,106.92,14.39,15986.61,7.74,-0.001,1.04
"DOCK",2026-01-30 23:30:00,14.15,5.01,11.72,12.859,107.03,14.4,15991.35,7.75,0.004,1.04
"DOCK",2026-01-30 23:36:00,14.14,5.01,10.38,12.869,107.07,14.39,15998.04,7.74,0.038,1.04
"DOCK",2026-01-30 23:42:00,14.14,4.96,10.95,12.847,106.94,14.39,15987.98,7.74,-0.01,1.04
"DOCK",2026-01-30 23:48:00,14.11,5.06,11.27,12.853,106.72,14.39,15989.59,7.74,0.002,1.039
"DOCK",2026-01-30 23:54:00,14.12,5.06,10.76,12.854,106.77,14.39,15989.39,7.74,0.002,1.038
"DOCK",2026-01-31 00:00:00,14.11,5.09,10.89,12.876,106.87,14.39,15980.44,7.73,0.063,1.039
"DOCK",2026-01-31 00:06:00,14.13,5.06,10.27,12.848,106.82,14.39,15988.23,7.74,-0.005,1.038
"DOCK",2026-01-31 00:12:00,14.13,4.92,12.01,12.848,106.85,14.39,15991.46,7.74,-0.013,1.036
"DOCK",2026-01-31 00:18:00,14.11,5.05,11.32,12.854,106.74,14.39,15989.77,7.74,0.003,1.037
"DOCK",2026-01-31 00:24:00,14.07,5.07,10.91,12.904,106.73,14.4,15992.5,7.73,0.102,1.036
"DOCK",2026-01-31 00:30:00,14.08,4.91,7.39,12.883,106.71,14.39,15981.95,7.73,0.077,1.036
"DOCK",2026-01-31 00:36:00,14.05,5.11,11.08,12.879,106.49,14.39,15982.43,7.73,0.069,1.036
"DOCK",2026-01-31 00:42:00,14.04,5.16,11.31,12.876,106.33,14.39,15984.22,7.73,0.059,1.037
"DOCK",2026-01-31 00:48:00,14.05,5.08,10.13,12.885,106.49,14.39,15980.07,7.73,0.086,1.037
"DOCK",2026-01-31 00:54:00,14.03,5.04,10.27,12.879,106.33,14.39,15982.04,7.72,0.069,1.036
"DOCK",2026-01-31 01:00:00,14.01,5.08,11.44,12.888,106.24,14.39,15981.2,7.73,0.09,1.037
"DOCK",2026-01-31 01:06:00,14.04,5.07,11.47,12.889,106.41,14.39,15983.79,7.73,0.09,1.037
"DOCK",2026-01-31 01:12:00,14.01,5.08,11.54,12.905,106.29,14.4,15983.22,7.72,0.123,1.037
"DOCK",2026-01-31 01:18:00,14.03,5.07,12.77,12.909,106.48,14.39,15978.88,7.72,0.139,1.039
"DOCK",2026-01-31 01:24:00,14.02,5.05,10.31,12.926,106.56,14.39,15975.32,7.72,0.18,1.037
"DOCK",2026-01-31 01:30:00,14.01,5.1,12.9,12.929,106.53,14.39,15971,7.72,0.195,1.037
"DOCK",2026-01-31 01:36:00,13.98,5.03,11.57,12.939,106.41,14.39,15967.33,7.72,0.221,1.038
"DOCK",2026-01-31 01:42:00,14,5.1,11.38,12.936,106.53,14.39,15967.57,7.72,0.218,1.039
"DOCK",2026-01-31 01:48:00,14.03,5.08,10.2,12.942,106.74,14.39,15968.78,7.72,0.224,1.039
"DOCK",2026-01-31 01:54:00,14.01,5.07,11.29,12.951,106.74,14.39,15962.28,7.71,0.256,1.039
"DOCK",2026-01-31 02:00:00,14.06,4.94,10.91,12.955,107.1,14.39,15963.45,7.72,0.262,1.04
"DOCK",2026-01-31 02:06:00,14.04,5.07,12.58,12.96,106.97,14.39,15960.26,7.72,0.28,1.037
"DOCK",2026-01-31 02:12:00,14.06,4.98,11.52,12.955,107.08,14.39,15961.38,7.72,0.266,1.037
"DOCK",2026-01-31 02:18:00,14.06,5.06,12.91,12.953,107.07,14.39,15961.63,7.73,0.261,1.035
"DOCK",2026-01-31 02:24:00,14.05,5.12,10.28,12.953,107,14.39,15963.52,7.72,0.258,1.035
"DOCK",2026-01-31 02:30:00,14.03,5.08,11.82,12.97,107,14.39,15957.55,7.72,0.304,1.034
"DOCK",2026-01-31 02:36:00,14.02,5.09,9.62,12.951,106.77,14.39,15960.71,7.72,0.26,1.033
"DOCK",2026-01-31 02:42:00,14.02,5.11,9.56,12.936,106.69,14.39,15968.32,7.72,0.215,1.032
"DOCK",2026-01-31 02:48:00,14.01,5.11,11.21,12.928,106.49,14.39,15971.77,7.72,0.192,1.032
"DOCK",2026-01-31 02:54:00,14.02,5.06,10.14,12.925,106.52,14.39,15975.48,7.71,0.177,1.031
"DOCK",2026-01-31 03:00:00,14.01,5.13,11.03,12.937,106.55,14.4,15974.69,7.72,0.206,1.032
"DOCK",2026-01-31 03:06:00,13.98,5.02,9,12.934,106.34,14.39,15974.47,7.72,0.201,1.03
"DOCK",2026-01-31 03:12:00,13.98,5.06,12.6,12.923,106.28,14.39,15973.82,7.71,0.176,1.028
"DOCK",2026-01-31 03:18:00,13.97,5.11,10.46,12.932,106.22,14.39,15974.13,7.71,0.196,1.029
"DOCK",2026-01-31 03:24:00,13.96,5.07,11.67,12.928,106.15,14.4,15976.78,7.71,0.182,1.03
"DOCK",2026-01-31 03:30:00,13.95,5.1,9.71,12.933,106.11,14.39,15974.19,7.71,0.198,1.028
"DOCK",2026-01-31 03:36:00,13.95,5.05,11.33,12.937,106.13,14.39,15971.67,7.71,0.211,1.026
"DOCK",2026-01-31 03:42:00,13.94,5.09,11.16,12.926,105.96,14.39,15974.33,7.71,0.181,1.025
"DOCK",2026-01-31 03:48:00,13.93,5.01,10.71,12.932,105.92,14.39,15974.38,7.71,0.193,1.026
"DOCK",2026-01-31 03:54:00,13.93,5.1,11.53,12.927,105.9,14.39,15975.65,7.71,0.182,1.027
"DOCK",2026-01-31 04:00:00,13.93,5.06,10.62,12.93,105.9,14.4,15976.82,7.7,0.187,1.029
"DOCK",2026-01-31 04:06:00,13.94,5.09,10.38,12.916,105.87,14.39,15978.55,7.71,0.152,1.027
"DOCK",2026-01-31 04:12:00,13.92,5.12,8.25,12.894,105.59,14.39,15984.54,7.71,0.097,1.029
"DOCK",2026-01-31 04:18:00,13.92,5.14,8.16,12.888,105.5,14.4,15989.51,7.71,0.075,1.029
"DOCK",2026-01-31 04:24:00,13.93,5.05,8.28,12.866,105.44,14.39,15987.15,7.71,0.03,1.027
"DOCK",2026-01-31 04:30:00,13.9,5.09,7.71,12.872,105.28,14.39,15989.18,7.71,0.042,1.026
"DOCK",2026-01-31 04:36:00,13.96,5.06,8.24,12.864,105.62,14.4,16003.85,7.71,0.002,1.025
"DOCK",2026-01-31 04:42:00,13.98,4.96,8.02,12.847,105.55,14.41,16016.83,7.71,-0.054,1.023
"DOCK",2026-01-31 04:48:00,13.97,4.99,7.12,12.822,105.43,14.39,16002.57,7.71,-0.086,1.023
"DOCK",2026-01-31 04:54:00,14,5.05,8.11,12.825,105.57,14.41,16018.48,7.71,-0.11,1.022
"DOCK",2026-01-31 05:00:00,14.03,5.1,8.56,12.817,105.78,14.41,16018.74,7.72,-0.125,1.021
"DOCK",2026-01-31 05:06:00,14.04,4.94,8.3,12.833,105.93,14.41,16021.02,7.72,-0.097,1.021
"DOCK",2026-01-31 05:12:00,14.02,5.07,8.39,12.836,105.81,14.41,16017.1,7.72,-0.075,1.023
"DOCK",2026-01-31 05:18:00,14.02,5.01,8.16,12.845,105.9,14.41,16017.09,7.72,-0.06,1.024
"DOCK",2026-01-31 05:24:00,14.05,5.09,8.06,12.84,105.91,14.43,16041.35,7.72,-0.114,1.025
"DOCK",2026-01-31 05:30:00,14.04,4.98,8.8,12.807,105.78,14.4,16016.3,7.72,-0.146,1.024
"DOCK",2026-01-31 05:36:00,14.06,4.97,8.78,12.814,105.9,14.41,16026.46,7.72,-0.146,1.023
"DOCK",2026-01-31 05:42:00,14.06,5.1,8.45,12.79,105.8,14.41,16028.15,7.73,-0.201,1.024
"DOCK",2026-01-31 05:48:00,14.08,5.08,10.48,12.786,105.89,14.41,16032.41,7.73,-0.216,1.024
"DOCK",2026-01-31 05:54:00,14.06,5.09,10.72,12.795,105.77,14.41,16029.57,7.72,-0.19,1.025
"DOCK",2026-01-31 06:00:00,14.06,5.08,11.67,12.788,105.71,14.41,16032.24,7.72,-0.211,1.024
"DOCK",2026-01-31 06:06:00,14.06,5.16,9.6,12.781,105.66,14.41,16034.39,7.72,-0.229,1.023
"DOCK",2026-01-31 06:12:00,14.01,5.06,9.44,12.785,105.38,14.41,16033.71,7.72,-0.222,1.023
"DOCK",2026-01-31 06:18:00,14.03,5.1,8.4,12.772,105.38,14.41,16040.03,7.72,-0.257,1.023
"DOCK",2026-01-31 06:24:00,14.02,5.08,8.38,12.771,105.27,14.41,16041.02,7.71,-0.261,1.023
"DOCK",2026-01-31 06:30:00,13.97,5.13,7.79,12.759,104.89,14.4,16035.61,7.71,-0.272,1.023
"DOCK",2026-01-31 06:36:00,13.94,5.03,7.59,12.768,104.67,14.42,16042.43,7.7,-0.269,1.023
"DOCK",2026-01-31 06:42:00,13.91,5.06,7.38,12.773,104.51,14.41,16040.77,7.7,-0.257,1.024
"DOCK",2026-01-31 06:48:00,13.87,5.06,8.19,12.784,104.2,14.42,16044.97,7.7,-0.243,1.024
"DOCK",2026-01-31 06:54:00,13.85,5.09,7.78,12.795,104.17,14.42,16037.86,7.69,-0.209,1.023
"DOCK",2026-01-31 07:00:00,13.8,5.05,7.53,12.78,103.68,14.42,16035.59,7.69,-0.243,1.022
"DOCK",2026-01-31 07:06:00,13.86,5.09,7.01,12.789,104.11,14.43,16062.59,7.69,-0.255,1.022
"DOCK",2026-01-31 07:12:00,13.8,4.99,7.45,12.774,103.68,14.42,16040.87,7.69,-0.258,1.022
"DOCK",2026-01-31 07:18:00,13.83,5.04,7.92,12.782,103.87,14.43,16058.32,7.69,-0.263,1.022
"DOCK",2026-01-31 07:24:00,13.81,5.04,7.7,12.771,103.72,14.42,16043.37,7.68,-0.266,1.023
"DOCK",2026-01-31 07:30:00,13.83,5.07,7.76,12.758,103.76,14.42,16053.17,7.69,-0.31,1.022
"DOCK",2026-01-31 07:36:00,13.86,5.1,10.45,12.743,103.85,14.42,16059.81,7.69,-0.351,1.021
"DOCK",2026-01-31 07:42:00,13.8,5.07,9.76,12.764,103.51,14.43,16060,7.69,-0.307,1.02
"DOCK",2026-01-31 07:48:00,13.83,5.08,10.55,12.754,103.69,14.43,16062.21,7.69,-0.333,1.02
"DOCK",2026-01-31 07:54:00,13.84,5.12,11.18,12.733,103.62,14.43,16069.83,7.68,-0.391,1.021
"DOCK",2026-01-31 08:00:00,13.85,5.12,11.08,12.742,103.72,14.43,16064.61,7.69,-0.363,1.021
"DOCK",2026-01-31 08:06:00,13.83,4.87,9.9,12.746,103.65,14.43,16063.28,7.69,-0.352,1.02
"DOCK",2026-01-31 08:12:00,13.81,5.11,8.6,12.773,103.62,14.43,16061.95,7.69,-0.291,1.019
"DOCK",2026-01-31 08:18:00,13.73,5.05,11.86,12.811,103.33,14.43,16048.81,7.69,-0.19,1.018
"DOCK",2026-01-31 08:24:00,13.75,5.08,12.04,12.784,103.28,14.43,16056.68,7.68,-0.26,1.019
"DOCK",2026-01-31 08:30:00,13.8,4.87,11.17,12.781,103.66,14.43,16055.56,7.69,-0.265,1.019
"DOCK",2026-01-31 08:36:00,13.79,5.09,10.59,12.767,103.46,14.43,16057.11,7.69,-0.296,1.018
"DOCK",2026-01-31 08:42:00,13.81,5.12,10.04,12.764,103.64,14.43,16059.35,7.69,-0.308,1.015
"DOCK",2026-01-31 08:48:00,13.79,4.83,9.25,12.774,103.52,14.43,16057.18,7.69,-0.284,1.015
"DOCK",2026-01-31 08:54:00,13.78,4.95,10.21,12.765,103.41,14.43,16060.58,7.68,-0.307,1.015
"DOCK",2026-01-31 09:00:00,13.8,5.12,12.73,12.764,103.49,14.43,16062.26,7.68,-0.312,1.013
"DOCK",2026-01-31 09:06:00,13.78,5.14,8.74,12.762,103.37,14.43,16061.52,7.68,-0.314,1.013
"DOCK",2026-01-31 09:12:00,13.8,5.13,10.28,12.762,103.51,14.43,16064.46,7.69,-0.319,1.013
"DOCK",2026-01-31 09:18:00,13.81,5.06,8.94,12.762,103.57,14.43,16062.94,7.69,-0.316,1.013
"DOCK",2026-01-31 09:24:00,13.8,5.09,9.42,12.765,103.49,14.43,16060.87,7.68,-0.307,1.013
"DOCK",2026-01-31 09:30:00,13.87,5.16,10.67,12.79,104.26,14.42,16043.05,7.69,-0.225,1.013
"DOCK",2026-01-31 09:36:00,13.88,5.1,8.47,12.808,104.56,14.41,16031.48,7.69,-0.166,1.014
"DOCK",2026-01-31 09:42:00,13.85,5.2,8.45,12.819,104.42,14.41,16021.21,7.69,-0.126,1.017
"DOCK",2026-01-31 09:48:00,13.78,5.07,8.78,12.818,103.88,14.41,16017.54,7.68,-0.125,1.018
"DOCK",2026-01-31 09:54:00,13.79,5.16,8.98,12.819,103.95,14.41,16021.55,7.67,-0.129,1.019
"DOCK",2026-01-31 10:00:00,13.78,5.07,7.31,12.857,104.16,14.41,16011.81,7.68,-0.028,1.019
"DOCK",2026-01-31 10:06:00,13.71,5.06,5.57,12.789,103.19,14.4,16011.39,7.67,-0.179,1.02
"DOCK",2026-01-31 10:12:00,13.61,5.07,5.54,12.813,102.97,14.33,15913.62,7.67,0.009,1.018
"DOCK",2026-01-31 10:18:00,13.59,5.06,4.77,12.864,102.74,14.42,16024.84,7.66,-0.031,1.019
"DOCK",2026-01-31 10:24:00,13.66,5.11,4.12,12.811,102.9,14.41,16021.62,7.65,-0.152,1.019
"DOCK",2026-01-31 10:30:00,13.66,5.02,4.56,12.84,103.16,14.4,16009.85,7.66,-0.063,1.018
"DOCK",2026-01-31 10:36:00,13.7,5.05,4.07,12.813,103.22,14.41,16029.1,7.67,-0.136,1.018
"DOCK",2026-01-31 10:42:00,13.69,5.07,5.79,12.869,103.44,14.43,16037.9,7.67,-0.04,1.017
"DOCK",2026-01-31 10:48:00,13.71,5.1,4.88,12.827,103.43,14.41,16017.54,7.67,-0.098,1.016
"DOCK",2026-01-31 10:54:00,13.71,5.13,5.97,12.844,103.54,14.41,16018.13,7.66,-0.067,1.016
"DOCK",2026-01-31 11:00:00,13.75,5.05,6.61,12.847,103.85,14.41,16020.97,7.68,-0.065,1.015
"DOCK",2026-01-31 11:06:00,13.78,4.98,6.9,12.843,104.05,14.42,16024,7.68,-0.079,1.014
"DOCK",2026-01-31 11:12:00,13.77,5.08,7.17,12.842,103.93,14.42,16028.73,7.68,-0.09,1.013
"DOCK",2026-01-31 11:18:00,13.85,5.04,7.51,12.858,104.62,14.42,16031.57,7.7,-0.06,1.012
"DOCK",2026-01-31 11:24:00,13.86,5.05,8.05,12.857,104.7,14.42,16030.31,7.7,-0.06,1.013
"DOCK",2026-01-31 11:30:00,13.89,5.05,6.45,12.869,105.01,14.42,16027.25,7.71,-0.031,1.01
"DOCK",2026-01-31 11:36:00,13.91,5.11,7.12,12.882,105.23,14.43,16025.82,7.71,0,1.008
"DOCK",2026-01-31 11:42:00,13.91,5.01,7.86,12.903,105.42,14.42,16018.86,7.71,0.055,1.008
"DOCK",2026-01-31 11:48:00,13.94,5.1,6.53,12.914,105.69,14.42,16012.74,7.71,0.086,1.008
"DOCK",2026-01-31 11:54:00,13.97,5.05,5.8,12.918,105.95,14.43,16018.66,7.71,0.088,1.007
"DOCK",2026-01-31 12:00:00,13.9,5.03,6.02,12.929,105.38,14.45,16051.04,7.7,0.074,1.005
"DOCK",2026-01-31 12:06:00,13.85,5.04,4.81,12.898,104.92,14.43,16027.44,7.7,0.039,1.003
"DOCK",2026-01-31 12:12:00,13.97,5.02,3.56,12.874,105.62,14.42,16023.71,7.72,-0.013,1.001
"DOCK",2026-01-31 12:18:00,14.08,5.12,3.11,12.881,106.55,14.42,16021.57,7.73,0.009,1.002
"DOCK",2026-01-31 12:24:00,14.14,5.02,2.71,12.883,106.83,14.45,16046.36,7.73,-0.04,1.002
"DOCK",2026-01-31 12:30:00,14.12,5.12,2.05,12.948,107.06,14.47,16063.24,7.74,0.085,1.002
"DOCK",2026-01-31 12:36:00,14.08,5.04,3.62,12.943,107.1,14.4,15970.59,7.74,0.196,1.003
"DOCK",2026-01-31 12:42:00,14.12,5.12,3.24,12.913,107.2,14.4,15984.91,7.74,0.126,0.999
"DOCK",2026-01-31 12:48:00,14.18,5.13,4.22,12.949,107.72,14.43,16018.66,7.74,0.158,0.997
"DOCK",2026-01-31 12:54:00,14.15,5.06,4.73,12.959,107.74,14.4,15993.64,7.74,0.245,0.998
"DOCK",2026-01-31 13:00:00,14.22,5.05,3.47,12.94,108,14.43,16014.28,7.75,0.149,0.994
"DOCK",2026-01-31 13:06:00,14.18,5.13,5.83,13.011,108.13,14.44,16014.27,7.75,0.294,0.993
"DOCK",2026-01-31 13:12:00,14.26,5.06,4.49,12.937,108.22,14.43,16017.61,7.76,0.124,0.992
"DOCK",2026-01-31 13:18:00,14.28,5.03,4.54,12.918,108.36,14.42,16015.56,7.76,0.1,0.991
"DOCK",2026-01-31 13:24:00,14.3,5.05,4.81,12.932,108.55,14.43,16016.47,7.76,0.117,0.99
"DOCK",2026-01-31 13:30:00,14.29,5.04,7.46,12.975,108.62,14.46,16046.76,7.76,0.164,0.985
"DOCK",2026-01-31 13:36:00,14.31,5.04,7.9,12.945,108.7,14.44,16018.73,7.76,0.137,0.985
"DOCK",2026-01-31 13:42:00,14.31,5.11,7.05,12.956,108.69,14.45,16035.93,7.76,0.137,0.983
"DOCK",2026-01-31 13:48:00,14.33,5.06,7.82,12.943,108.85,14.43,16018.98,7.77,0.14,0.982
"DOCK",2026-01-31 13:54:00,14.34,5.04,8.46,12.943,108.91,14.44,16024.52,7.76,0.132,0.983
"DOCK",2026-01-31 14:00:00,14.33,5.09,9.1,12.941,108.74,14.44,16034.45,7.77,0.114,0.982
"DOCK",2026-01-31 14:06:00,14.36,5.05,7.22,12.932,108.98,14.43,16019.24,7.77,0.116,0.983
"DOCK",2026-01-31 14:12:00,14.33,5.08,10.26,12.948,108.86,14.44,16025.05,7.77,0.141,0.984
"DOCK",2026-01-31 14:18:00,14.36,5.03,8.55,12.931,109.05,14.42,16012.74,7.77,0.127,0.984
"DOCK",2026-01-31 14:24:00,14.35,4.98,8.8,12.94,108.96,14.43,16020.53,7.76,0.133,0.984
"DOCK",2026-01-31 14:30:00,14.33,5.06,7.74,12.937,108.83,14.43,16017.79,7.77,0.129,0.983
"DOCK",2026-01-31 14:36:00,14.34,4.98,8.19,12.94,108.91,14.43,16015.49,7.77,0.14,0.981
"DOCK",2026-01-31 14:42:00,14.34,5.08,7.67,12.952,109,14.43,16016.28,7.77,0.165,0.979
"DOCK",2026-01-31 14:48:00,14.35,5.04,8.19,12.943,109.02,14.43,16013.44,7.77,0.154,0.979
"DOCK",2026-01-31 14:54:00,14.36,4.99,9.02,12.955,109.12,14.43,16015.12,7.77,0.173,0.979
"DOCK",2026-01-31 15:00:00,14.37,4.98,8.95,12.962,109.28,14.43,16012.48,7.77,0.192,0.978
"DOCK",2026-01-31 15:06:00,14.37,5.04,10.58,12.966,109.31,14.43,16012.72,7.78,0.202,0.977
"DOCK",2026-01-31 15:12:00,14.35,5.05,8.01,12.97,109.17,14.43,16009.02,7.78,0.214,0.976
"DOCK",2026-01-31 15:18:00,14.37,5,9.42,12.968,109.33,14.43,16010,7.78,0.212,0.974
"DOCK",2026-01-31 15:24:00,14.37,4.98,9.51,12.964,109.29,14.43,16012.2,7.77,0.198,0.975
"DOCK",2026-01-31 15:30:00,14.39,5.04,7.96,12.969,109.51,14.43,16011.36,7.78,0.211,0.973
"DOCK",2026-01-31 15:36:00,14.34,5.06,8.07,12.946,108.95,14.42,16010.05,7.77,0.164,0.972
"DOCK",2026-01-31 15:42:00,14.34,5.06,7.59,12.944,108.95,14.43,16017.36,7.77,0.146,0.972
"DOCK",2026-01-31 15:48:00,14.35,5.01,7.5,12.962,109.18,14.43,16013.32,7.77,0.194,0.97
"DOCK",2026-01-31 15:54:00,14.29,5.01,7.62,12.961,108.67,14.43,16008.58,7.76,0.197,0.97
"DOCK",2026-01-31 16:00:00,14.29,4.92,9.03,12.963,108.69,14.43,16009.88,7.76,0.199,0.969
"DOCK",2026-01-31 16:06:00,14.29,4.99,8.04,12.968,108.71,14.43,16006.01,7.76,0.216,0.969
"DOCK",2026-01-31 16:12:00,14.32,5.02,8.82,12.972,108.96,14.43,16007.18,7.77,0.224,0.968
"DOCK",2026-01-31 16:18:00,14.29,4.97,8.18,12.975,108.82,14.43,16004.66,7.76,0.236,0.967
"DOCK",2026-01-31 16:24:00,14.26,4.96,8.14,12.976,108.58,14.43,16004.74,7.76,0.235,0.968
"DOCK",2026-01-31 16:30:00,14.26,5.02,7.83,12.972,108.57,14.43,16003.77,7.76,0.23,0.97
"DOCK",2026-01-31 16:36:00,14.26,5.04,7.58,12.978,108.59,14.43,16004.16,7.76,0.242,0.971
"DOCK",2026-01-31 16:42:00,14.21,5.03,7.52,12.983,108.29,14.43,16002.01,7.76,0.257,0.972
"DOCK",2026-01-31 16:48:00,14.24,4.98,8.47,12.986,108.52,14.43,16000.64,7.76,0.266,0.972
"DOCK",2026-01-31 16:54:00,14.22,5.01,8.34,12.992,108.41,14.43,15999.94,7.75,0.277,0.973
"DOCK",2026-01-31 17:00:00,14.26,4.98,7.75,12.995,108.74,14.43,16001.49,7.76,0.282,0.972
"DOCK",2026-01-31 17:06:00,14.23,5.01,9.21,12.995,108.48,14.43,15997.67,7.76,0.287,0.972
