[Header]	
System	TOCL TNML ASIL 24ML	
S/W Version	1.00	
User	sjw	
Date/Time	7/27/2025 10:32:32 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	IC	DI	Untitled			1.438				mg/L	0	7/25/2025 12:51:46 PM	
Unknown	IC	DI	Untitled			1.437				mg/L	0	7/25/2025 1:05:01 PM	
Unknown	IC	DI	Untitled			1.452				mg/L	0	7/25/2025 1:16:05 PM	
Unknown	IC	Chk_Std_40mgL	Untitled			41.04				mg/L	1	7/25/2025 1:29:45 PM	
Unknown	IC	DI	Untitled			1.448				mg/L	0	7/25/2025 1:40:50 PM	
Unknown	IC	DI	Untitled			1.445				mg/L	0	7/25/2025 1:49:43 PM	
Standard	IC	CalCurve	Untitled			200.0				mg/L	2, 3, 4, 5, 6, 7, 8, 9	7/25/2025 3:31:41 PM	
Unknown	IC	DI	Untitled			1.477				mg/L	0	7/25/2025 3:45:08 PM	
Unknown	IC	DI	Untitled			1.485				mg/L	0	7/25/2025 3:56:12 PM	
Unknown	IC	DI_Bubbled	Untitled			1.539				mg/L	10	7/25/2025 4:10:50 PM	
Unknown	IC	Chk_Std_40mgL	Untitled			38.25				mg/L	11	7/25/2025 4:24:06 PM	
Unknown	IC	CRM-221-20250725	Untitled			22.77				mg/L	12	7/25/2025 4:37:00 PM	
Unknown	IC	DI	Untitled			1.492				mg/L	0	7/25/2025 4:46:02 PM	
Unknown	IC	DI	Untitled			1.492				mg/L	0	7/25/2025 4:59:26 PM	
Unknown	IC	FATE_Dock_20250529_A	Untitled			12.92				mg/L	13	7/25/2025 5:11:23 PM	
Unknown	IC	FATE_Dock_20250529_B	Untitled			12.89				mg/L	14	7/25/2025 5:22:59 PM	
Unknown	IC	FATE_Flume_20250529_A	Untitled			13.33				mg/L	15	7/25/2025 5:35:12 PM	
Unknown	IC	FATE_Flume_20250529_B	Untitled			13.32				mg/L	16	7/25/2025 5:47:09 PM	
Unknown	IC	FATE_Dock_20250605_A	Untitled			13.47				mg/L	17	7/25/2025 5:59:22 PM	
Unknown	IC	FATE_Dock_20250605_B	Untitled			13.36				mg/L	18	7/25/2025 6:11:36 PM	
Unknown	IC	FATE_Flume_20250605_A	Untitled			14.22				mg/L	19	7/25/2025 6:23:29 PM	
Unknown	IC	FATE_Flume_20250605_B	Untitled			14.17				mg/L	20	7/25/2025 6:35:50 PM	
Unknown	IC	FATE_Dock_20250612_A	Untitled			14.52				mg/L	21	7/25/2025 6:48:09 PM	
Unknown	IC	FATE_Dock_20250612_B	Untitled			14.60				mg/L	22	7/25/2025 7:00:53 PM	
Unknown	IC	FATE_Flume_20250612_A	Untitled			18.21				mg/L	23	7/25/2025 7:13:45 PM	
Unknown	IC	FATE_Flume_20250612_B	Untitled			18.62				mg/L	24	7/25/2025 7:26:33 PM	
Unknown	IC	DI	Untitled			1.507				mg/L	0	7/25/2025 7:37:42 PM	
Unknown	IC	Chk_Std_40mgL	Untitled			38.53				mg/L	25	7/25/2025 7:51:01 PM	
Unknown	IC	CRM_221_20250725	Untitled			22.80				mg/L	26	7/25/2025 8:03:54 PM	
Unknown	IC	DI	Untitled			1.510				mg/L	0	7/25/2025 8:15:07 PM	
Unknown	IC	FATE_Dock_20250627_A	Untitled			14.93				mg/L	27	7/25/2025 8:27:26 PM	
