[Header]	
System	TOCL TNML ASIL 24ML	
S/W Version	1.00	
User	sjw	
Date/Time	5/29/2025 8:21:13 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	IC	DI	Untitled			1.365				mg/L	0	5/26/2025 1:03:38 PM	
Unknown	IC	DI	Untitled			1.394				mg/L	0	5/26/2025 1:14:56 PM	
Unknown	IC	Chk_Std_10mgL	Untitled			12.42				mg/L	1	5/26/2025 1:28:08 PM	
Unknown	IC	DI	Untitled			1.394				mg/L	0	5/26/2025 1:37:10 PM	
Unknown	IC	DI	Untitled			1.398				mg/L	0	5/26/2025 1:50:32 PM	
Standard	IC	CalCurve_IC	Untitled			200.0				mg/L	2, 3, 4, 5, 6, 7, 8, 9	5/26/2025 3:50:11 PM	
Unknown	IC	DI	Untitled			1.337				mg/L	0	5/26/2025 4:06:09 PM	
Unknown	IC	Chk_Std_10mgL	Untitled			10.05				mg/L	10	5/26/2025 4:19:20 PM	
Unknown	IC	DI	Untitled			1.326				mg/L	0	5/26/2025 4:28:17 PM	
Unknown	IC	FATE_Flume_20250327_A	Untitled			14.15				mg/L	11	5/26/2025 4:41:49 PM	
Unknown	IC	FATE_Flume_20250327_B	Untitled			14.16				mg/L	12	5/26/2025 4:54:57 PM	
Unknown	IC	FATE_Dock_20250327_A	Untitled			14.58				mg/L	13	5/26/2025 5:08:12 PM	
Unknown	IC	FATE_Dock_20250327_B	Untitled			14.48				mg/L	14	5/26/2025 5:21:21 PM	
Unknown	IC	FATE_Flume_20250403_A	Untitled			14.65				mg/L	15	5/26/2025 5:34:42 PM	
Unknown	IC	FATE_Flume_20250403_B	Untitled			14.46				mg/L	16	5/26/2025 5:47:52 PM	
Unknown	IC	FATE_Dock_20250403_A	Untitled			14.01				mg/L	17	5/26/2025 6:01:03 PM	
Unknown	IC	FATE_Dock_20250403_B	Untitled			14.16				mg/L	18	5/26/2025 6:14:04 PM	
Unknown	IC	FATE_Flume_20250414_A	Untitled			9.692				mg/L	19	5/26/2025 6:26:21 PM	
Unknown	IC	FATE_Flume_20250414_B	Untitled			9.682				mg/L	20	5/26/2025 6:38:40 PM	
Unknown	IC	FATE_Dock_20250414_A	Untitled			13.28				mg/L	21	5/26/2025 6:51:21 PM	
Unknown	IC	FATE_Dock_20250414_B	Untitled			13.46				mg/L	22	5/26/2025 7:04:36 PM	
Unknown	IC	DI	Untitled			1.338				mg/L	0	5/26/2025 7:13:35 PM	
Unknown	IC	Chk_Std_5mgL_Oct2024	Untitled			5.841				mg/L	23	5/26/2025 7:25:50 PM	
Unknown	IC	CRM-215_20241007	Untitled			22.17				mg/L	24	5/26/2025 7:39:25 PM	
Unknown	IC	DI	Untitled			1.332				mg/L	0	5/26/2025 7:50:40 PM	
Unknown	IC	FATE_Flume_20250424_A	Untitled			14.09				mg/L	25	5/26/2025 8:03:59 PM	
Unknown	IC	FATE_Flume_20250424_B	Untitled			13.56				mg/L	26	5/26/2025 8:16:48 PM	
Unknown	IC	FATE_Dock_20250424_A	Untitled			12.70				mg/L	27	5/26/2025 8:29:54 PM	
Unknown	IC	FATE_Dock_20250424_B	Untitled			12.62				mg/L	28	5/26/2025 8:43:08 PM	
Unknown	IC	FATE_Flume_20250430_A	Untitled			16.36				mg/L	29	5/26/2025 8:56:32 PM	
Unknown	IC	FATE_Flume_20250430_B	Untitled			16.22				mg/L	30	5/26/2025 9:09:56 PM	
Unknown	IC	FATE_Dock_20250430_A	Untitled			12.91				mg/L	31	5/26/2025 9:23:04 PM	
