[Header]	
System	TOCL TNML ASIL 24ML	
S/W Version	1.00	
User	sjw	
Date/Time	5/2/2026 9:53:52 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Result(TOC)	Result(TC)	Result(IC)	Result(POC)	Result(NPOC)	Result(TN)	Unit	Vial	Date / Time	
Unknown	IC	DI	Untitled			1.321				mg/L	0	5/1/2026 2:03:32 AM	
Unknown	IC	Chk_Std_10mgL	Untitled			10.16				mg/L	51	5/1/2026 2:18:10 AM	
Unknown	IC	DI	Untitled			1.294				mg/L	0	5/1/2026 2:30:36 AM	
Unknown	IC	Tidal_Flume_SW_11_A	Untitled			13.72				mg/L	52	5/1/2026 2:45:34 AM	
Unknown	IC	Tidal_Flume_SW_11_B	Untitled			13.90				mg/L	53	5/1/2026 3:00:35 AM	
Unknown	IC	Tidal_Flume_SW_12_A	Untitled			13.65				mg/L	54	5/1/2026 3:15:17 AM	
Unknown	IC	Tidal_Flume_SW_12_B	Untitled			13.93				mg/L	55	5/1/2026 3:33:41 AM	
Unknown	IC	Tidal_Flume_SW_13_A	Untitled			13.82				mg/L	56	5/1/2026 3:48:24 AM	
Unknown	IC	Tidal_Flume_SW_13_B	Untitled			14.27				mg/L	57	5/1/2026 4:06:53 AM	
Unknown	IC	Tidal_Flume_SW_14_A	Untitled			13.62				mg/L	58	5/1/2026 4:21:30 AM	
Unknown	IC	Tidal_Flume_SW_14_B	Untitled			13.39				mg/L	59	5/1/2026 4:35:56 AM	
Unknown	IC	Tidal_Flume_SW_15_A	Untitled			13.18				mg/L	60	5/1/2026 4:50:24 AM	
Unknown	IC	Tidal_Flume_SW_15_B	Untitled			13.33				mg/L	61	5/1/2026 5:05:05 AM	
Unknown	IC	DI	Untitled			1.300				mg/L	0	5/1/2026 5:20:16 AM	
Unknown	IC	Chk_Std_80mgL_old	Untitled			75.26				mg/L	62	5/1/2026 5:37:31 AM	
Unknown	IC	DI	Untitled			1.317				mg/L	0	5/1/2026 5:53:28 AM	
Unknown	IC	Tidal_Flume_SW_16_A	Untitled			13.11				mg/L	63	5/1/2026 6:08:11 AM	
Unknown	IC	Tidal_Flume_SW_16_B	Untitled			13.00				mg/L	64	5/1/2026 6:23:02 AM	
Unknown	IC	Tidal_Flume_SW_17_A	Untitled			13.16				mg/L	65	5/1/2026 6:37:49 AM	
Unknown	IC	Tidal_Flume_SW_17_B	Untitled			12.93				mg/L	66	5/1/2026 6:52:17 AM	
Unknown	IC	Tidal_Flume_SW_18_A	Untitled			13.20				mg/L	67	5/1/2026 7:07:06 AM	
Unknown	IC	Tidal_Flume_SW_18_B	Untitled			12.98				mg/L	68	5/1/2026 7:21:36 AM	
Unknown	IC	Tidal_Flume_SW_19_A	Untitled			13.28				mg/L	69	5/1/2026 7:36:09 AM	
Unknown	IC	Tidal_Flume_SW_19_B	Untitled			13.29				mg/L	70	5/1/2026 7:50:46 AM	
Unknown	IC	Tidal_Flume_SW_20_A	Untitled			13.49				mg/L	71	5/1/2026 8:05:16 AM	
Unknown	IC	Tidal_Flume_SW_20_B	Untitled			13.33				mg/L	72	5/1/2026 8:29:42 AM	
Unknown	IC	DI	Untitled			1.318				mg/L	0	5/1/2026 8:42:25 AM	
Unknown	IC	Tidal_Flume_SW_21_A	Untitled			13.64				mg/L	73	5/1/2026 8:57:00 AM	
Unknown	IC	Tidal_Flume_SW_21_B	Untitled			13.66				mg/L	74	5/1/2026 9:11:47 AM	
Unknown	IC	Tidal_Flume_SW_22_A	Untitled			14.01				mg/L	75	5/1/2026 9:26:28 AM	
Unknown	IC	Tidal_Flume_SW_22_B	Untitled			14.07				mg/L	76	5/1/2026 9:41:08 AM	
Unknown	IC	Tidal_Flume_SW_23_A	Untitled			13.95				mg/L	77	5/1/2026 9:55:46 AM	
Unknown	IC	Tidal_Flume_SW_23_B	Untitled			13.83				mg/L	78	5/1/2026 10:10:16 AM	
Unknown	IC	Tidal_Flume_SW_24_A	Untitled			13.73				mg/L	79	5/1/2026 10:24:49 AM	
Unknown	IC	Tidal_Flume_SW_24_B	Untitled			13.48				mg/L	80	5/1/2026 10:39:10 AM	
Unknown	IC	DI	Untitled			1.320				mg/L	0	5/1/2026 10:54:25 AM	
Unknown	IC	Chk_Std_40mgL	Untitled			36.68				mg/L	81	5/1/2026 11:09:41 AM	
Unknown	IC	DI	Untitled			1.304				mg/L	0	5/1/2026 11:22:34 AM	
Unknown	IC	Tidal_Dock_SW_1_A	Untitled			12.79				mg/L	82	5/1/2026 11:37:03 AM	
Unknown	IC	Tidal_Dock_SW_1_B	Untitled			12.80				mg/L	83	5/1/2026 11:51:27 AM	
Unknown	IC	Tidal_Dock_SW_2_A	Untitled			12.84				mg/L	84	5/1/2026 12:06:09 PM	
Unknown	IC	Tidal_Dock_SW_2_B	Untitled			12.84				mg/L	85	5/1/2026 12:20:44 PM	
Unknown	IC	Tidal_Dock_SW_3_A	Untitled			12.68				mg/L	86	5/1/2026 12:35:16 PM	
Unknown	IC	Tidal_Dock_SW_3_B	Untitled			12.72				mg/L	87	5/1/2026 12:49:43 PM	
Unknown	IC	Tidal_Dock_SW_4_A	Untitled			12.69				mg/L	88	5/1/2026 1:04:07 PM	
Unknown	IC	Tidal_Dock_SW_4_B	Untitled			12.64				mg/L	89	5/1/2026 1:18:37 PM	
Unknown	IC	Tidal_Dock_SW_5_A	Untitled			12.83				mg/L	90	5/1/2026 1:33:17 PM	
Unknown	IC	Tidal_Dock_SW_5_B	Untitled			12.64				mg/L	91	5/1/2026 1:47:42 PM	
Unknown	IC	DI	Untitled			1.324				mg/L	0	5/1/2026 2:03:04 PM	
Unknown	IC	Chk_Std_CRM_221-0866	Untitled			21.45				mg/L	92	5/1/2026 2:18:14 PM	
Unknown	IC	DI	Untitled			1.329				mg/L	0	5/1/2026 2:33:23 PM	
Unknown	IC	Tidal_Dock_SW_6_A	Untitled			12.64				mg/L	93	5/1/2026 2:48:02 PM	
Unknown	IC	Tidal_Dock_SW_6_B	Untitled			12.70				mg/L	1	5/1/2026 3:06:29 PM	
Unknown	IC	Tidal_Dock_SW_7_A	Untitled			12.72				mg/L	2	5/1/2026 3:20:57 PM	
Unknown	IC	Tidal_Dock_SW_7_B	Untitled			12.77				mg/L	3	5/1/2026 3:35:34 PM	
Unknown	IC	Tidal_Dock_SW_8_A	Untitled			12.64				mg/L	4	5/1/2026 3:50:05 PM	
Unknown	IC	Tidal_Dock_SW_8_B	Untitled			12.69				mg/L	5	5/1/2026 4:04:38 PM	
Unknown	IC	Tidal_Dock_SW_9_A	Untitled			12.70				mg/L	6	5/1/2026 4:19:07 PM	
Unknown	IC	Tidal_Dock_SW_9_B	Untitled			12.80				mg/L	7	5/1/2026 4:33:45 PM	
Unknown	IC	Tidal_Dock_SW_10_A	Untitled			12.67				mg/L	8	5/1/2026 4:48:14 PM	
Unknown	IC	Tidal_Dock_SW_10_B	Untitled			12.71				mg/L	9	5/1/2026 5:02:45 PM	
Unknown	IC	DI	Untitled			1.318				mg/L	0	5/1/2026 5:12:51 PM	
Unknown	IC	Chk_Std_1mgL_old	Untitled			2.243				mg/L	10	5/1/2026 5:25:30 PM	
Unknown	IC	DI	Untitled			1.301				mg/L	0	5/1/2026 5:40:26 PM	
Unknown	IC	Tidal_Dock_SW_11_A	Untitled			12.49				mg/L	11	5/1/2026 5:54:54 PM	
Unknown	IC	Tidal_Dock_SW_11_B	Untitled			12.53				mg/L	12	5/1/2026 6:09:25 PM	
Unknown	IC	Tidal_Dock_SW_12_A	Untitled			12.54				mg/L	13	5/1/2026 6:23:50 PM	
Unknown	IC	Tidal_Dock_SW_12_B	Untitled			12.51				mg/L	14	5/1/2026 6:38:16 PM	
Unknown	IC	Tidal_Dock_SW_13_A	Untitled			12.53				mg/L	15	5/1/2026 6:52:39 PM	
Unknown	IC	Tidal_Dock_SW_13_B	Untitled			12.49				mg/L	16	5/1/2026 7:06:58 PM	
Unknown	IC	Tidal_Dock_SW_14_A	Untitled			12.64				mg/L	17	5/1/2026 7:21:27 PM	
Unknown	IC	Tidal_Dock_SW_14_B	Untitled			12.80				mg/L	18	5/1/2026 7:36:00 PM	
Unknown	IC	Tidal_Dock_SW_15_A	Untitled			12.82				mg/L	19	5/1/2026 7:50:30 PM	
Unknown	IC	Tidal_Dock_SW_15_B	Untitled			12.72				mg/L	20	5/1/2026 8:05:07 PM	
Unknown	IC	DI	Untitled			1.315				mg/L	0	5/1/2026 8:17:40 PM	
Unknown	IC	Chk_Std_100mgL_old	Untitled			90.06				mg/L	21	5/1/2026 8:35:32 PM	
Unknown	IC	DI	Untitled			1.330				mg/L	0	5/1/2026 8:51:04 PM	
Unknown	IC	Tidal_Dock_SW_16_A	Untitled			12.71				mg/L	22	5/1/2026 9:05:45 PM	
Unknown	IC	Tidal_Dock_SW_16_B	Untitled			12.72				mg/L	23	5/1/2026 9:20:18 PM	
Unknown	IC	Tidal_Dock_SW_17_A	Untitled			12.80				mg/L	24	5/1/2026 9:34:51 PM	
Unknown	IC	Tidal_Dock_SW_17_B	Untitled			12.66				mg/L	25	5/1/2026 9:49:23 PM	
Unknown	IC	Tidal_Dock_SW_18_A	Untitled			12.62				mg/L	26	5/1/2026 10:03:49 PM	
Unknown	IC	Tidal_Dock_SW_18_B	Untitled			12.66				mg/L	27	5/1/2026 10:18:09 PM	
Unknown	IC	Tidal_Dock_SW_19_A	Untitled			12.49				mg/L	28	5/1/2026 10:32:29 PM	
Unknown	IC	Tidal_Dock_SW_19_B	Untitled			12.54				mg/L	29	5/1/2026 10:46:45 PM	
Unknown	IC	Tidal_Dock_SW_20_A	Untitled			12.80				mg/L	30	5/1/2026 11:01:12 PM	
Unknown	IC	Tidal_Dock_SW_20_B	Untitled			12.54				mg/L	31	5/1/2026 11:15:36 PM	
Unknown	IC	DI	Untitled			1.316				mg/L	0	5/1/2026 11:28:07 PM	
Unknown	IC	Tidal_Dock_SW_21_A	Untitled			12.58				mg/L	32	5/1/2026 11:42:35 PM	
