[Header]	
System	TOCL TNML ASIL 24ML	
S/W Version	1.00	
User	sjw	
Date/Time	7/27/2025 10:32:41 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 12:43:02 PM	1	1	IC	1.777	1.469	IC:1.438mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 12:45:13 PM	1	2	IC	1.591	1.455	IC:1.438mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 12:47:24 PM	1	3	IC	1.423	1.442	IC:1.438mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 12:49:35 PM	1	4	IC	1.330	1.435	IC:1.438mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 12:51:46 PM	1	5	IC	1.348	1.436	IC:1.438mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 12:56:17 PM	1	1	IC	1.190	1.424	IC:1.437mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 12:58:28 PM	1	2	IC	1.652	1.460	IC:1.437mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:00:39 PM	1	3	IC	1.396	1.440	IC:1.437mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:02:50 PM	1	4	IC	1.332	1.435	IC:1.437mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:05:01 PM	1	5	IC	1.349	1.436	IC:1.437mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:09:32 PM	1	1	IC	1.311	1.433	IC:1.452mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:11:43 PM	1	2	IC	1.632	1.458	IC:1.452mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:13:54 PM	1	3	IC	1.473	1.446	IC:1.452mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:16:05 PM	1	4	IC	1.558	1.452	IC:1.452mg/L	0	150	
Unknown	IC	Chk_Std_40mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:22:59 PM	1	1	IC	511.2	40.99	IC:41.04mg/L	0	150	
Unknown	IC	Chk_Std_40mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:26:30 PM	1	2	IC	514.0	41.21	IC:41.04mg/L	0	150	
Unknown	IC	Chk_Std_40mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:29:45 PM	1	3	IC	510.3	40.93	IC:41.04mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:34:17 PM	1	1	IC	2.463	1.523	IC:1.448mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:36:28 PM	1	2	IC	1.570	1.453	IC:1.448mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:38:39 PM	1	3	IC	1.444	1.444	IC:1.448mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:40:50 PM	1	4	IC	1.481	1.446	IC:1.448mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:45:21 PM	1	1	IC	1.460	1.445	IC:1.445mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:47:32 PM	1	2	IC	1.400	1.440	IC:1.445mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20240528.2024_05_28_19_24_13.cal	1.00		7/25/2025 1:49:43 PM	1	3	IC	1.530	1.450	IC:1.445mg/L	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 1:55:33 PM	1	1	IC	0.4285	0.000	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 1:57:44 PM	1	2	IC	0.4261	0.000	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 1:59:56 PM	1	3	IC	0.5503	0.000	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:05:53 PM	2	1	IC	16.27	1.000	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:08:11 PM	2	2	IC	16.56	1.000	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:10:30 PM	2	3	IC	16.50	1.000	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:16:45 PM	3	1	IC	61.79	5.000	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:19:18 PM	3	2	IC	61.75	5.000	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:21:51 PM	3	3	IC	61.88	5.000	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:28:16 PM	4	1	IC	123.5	10.00	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:30:55 PM	4	2	IC	122.9	10.00	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:33:35 PM	4	3	IC	122.7	10.00	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:40:32 PM	5	1	IC	517.5	40.00	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:43:50 PM	5	2	IC	515.0	40.00	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:47:05 PM	5	3	IC	516.2	40.00	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:54:32 PM	6	1	IC	1054	80.00	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 2:57:47 PM	6	2	IC	1047	80.00	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 3:01:26 PM	6	3	IC	1050	80.00	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 3:08:39 PM	7	1	IC	1317	100.0	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 3:12:19 PM	7	2	IC	1320	100.0	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 3:16:05 PM	7	3	IC	1320	100.0	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 3:23:36 PM	8	1	IC	2777	200.0	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 3:27:49 PM	8	2	IC	2781	200.0	 	0	150	
Standard	IC	CalCurve	Untitled	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal		1.00		7/25/2025 3:31:41 PM	8	3	IC	2782	200.0	 	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 3:36:13 PM	1	1	IC	2.728	1.567	IC:1.477mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 3:38:24 PM	1	2	IC	1.307	1.464	IC:1.477mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 3:40:40 PM	1	3	IC	1.855	1.504	IC:1.477mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 3:42:57 PM	1	4	IC	1.620	1.487	IC:1.477mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 3:45:08 PM	1	5	IC	1.499	1.478	IC:1.477mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 3:49:39 PM	1	1	IC	1.609	1.486	IC:1.485mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 3:51:50 PM	1	2	IC	1.584	1.484	IC:1.485mg/L	0	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 3:54:01 PM	1	3	IC	1.323	1.466	IC:1.485mg/L	1	150	
Unknown	IC	DI	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 3:56:12 PM	1	4	IC	1.568	1.483	IC:1.485mg/L	0	150	
Unknown	IC	DI_Bubbled	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 4:02:02 PM	1	1	IC	2.220	1.530	IC:1.539mg/L	0	150	
Unknown	IC	DI_Bubbled	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 4:04:14 PM	1	2	IC	2.598	1.558	IC:1.539mg/L	1	150	
Unknown	IC	DI_Bubbled	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 4:06:26 PM	1	3	IC	2.557	1.555	IC:1.539mg/L	0	150	
Unknown	IC	DI_Bubbled	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 4:08:38 PM	1	4	IC	2.232	1.531	IC:1.539mg/L	0	150	
Unknown	IC	DI_Bubbled	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 4:10:50 PM	1	5	IC	1.770	1.498	IC:1.539mg/L	1	150	
Unknown	IC	Chk_Std_40mgL	Untitled	C:\TOC-L\Methods\BGC_DIC_200mgL_2024_24ml.met	C:\TOC-L\CalCurves\BGC_DIC200_20250725.2025_07_25_13_49_43.cal	1.00		7/25/2025 4:17:42 PM	1	1	IC	511.0	38.39	IC:38.25mg/L	0	150	
