"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.2.1","CPU:MGEO_SERCv30INT.CR1X","11106","LevelTable"
"TIMESTAMP","RECORD","Level_m_CBS","Pressure_mbar_CBS","Temperature_CBS","Status_CBS"
"TS","RN","m","mbar","Celsius","na"
"","","Smp","Smp","Smp","Smp"
"2025-12-01 00:00:00",19784,0,0,14.8,1
"2025-12-01 00:06:00",19785,0,0,14.9,1
"2025-12-01 00:12:00",19786,0,0,14.9,1
"2025-12-01 00:18:00",19787,0,0,15,1
"2025-12-01 00:24:00",19788,0,0,14.9,1
"2025-12-01 00:30:00",19789,0,0,14.8,1
"2025-12-01 00:36:00",19790,0,0,14.7,1
"2025-12-01 00:42:00",19791,0,0,14.6,1
"2025-12-01 00:48:00",19792,0,0,14.5,1
"2025-12-01 00:54:00",19793,0,0,14.5,1
"2025-12-01 01:00:00",19794,0,0,14.4,1
"2025-12-01 01:06:00",19795,0,0,14.4,1
"2025-12-01 01:12:00",19796,0,0,14.4,1
"2025-12-01 01:18:00",19797,0,0,14.4,1
"2025-12-01 01:24:00",19798,0,0,14.4,1
"2025-12-01 01:30:00",19799,0,0,14.4,1
"2025-12-01 01:36:00",19800,0,0,14.4,1
"2025-12-01 01:42:00",19801,0,0,14.3,1
"2025-12-01 01:48:00",19802,0,0,14.3,1
"2025-12-01 01:54:00",19803,0,0,14.3,1
"2025-12-01 02:00:00",19804,0,0,14.3,1
"2025-12-01 02:06:00",19805,0,0,14.2,1
"2025-12-01 02:12:00",19806,0,0,14.2,1
"2025-12-01 02:18:00",19807,0,0,14.1,1
"2025-12-01 02:24:00",19808,0,0,14.1,1
"2025-12-01 02:30:00",19809,0,0,14,1
"2025-12-01 02:36:00",19810,0,0,14,1
"2025-12-01 02:42:00",19811,0,0,14,1
"2025-12-01 02:48:00",19812,0,0,14,1
"2025-12-01 02:54:00",19813,0,0,14,1
"2025-12-01 03:00:00",19814,0,0,14,1
"2025-12-01 03:06:00",19815,0,0,14,1
"2025-12-01 03:12:00",19816,0,0,13.9,1
"2025-12-01 03:18:00",19817,0,0,13.9,1
"2025-12-01 03:24:00",19818,0,0,13.9,1
"2025-12-01 03:30:00",19819,0,0,13.8,1
"2025-12-01 03:36:00",19820,0,0,13.8,1
"2025-12-01 03:42:00",19821,0,0,13.7,1
"2025-12-01 03:48:00",19822,0,0,13.6,1
"2025-12-01 03:54:00",19823,0,0,13.5,1
"2025-12-01 04:00:00",19824,0,0,13.4,1
"2025-12-01 04:06:00",19825,0,0,13.4,1
"2025-12-01 04:12:00",19826,0,0,13.3,1
"2025-12-01 04:18:00",19827,0,0,13.3,1
"2025-12-01 04:24:00",19828,0,0,13.2,1
"2025-12-01 04:30:00",19829,0,0,13.2,1
"2025-12-01 04:36:00",19830,0,0,13.2,1
"2025-12-01 04:42:00",19831,0,0,13.1,1
"2025-12-01 04:48:00",19832,0,0,13.1,1
"2025-12-01 04:54:00",19833,0,0,13.1,1
"2025-12-01 05:00:00",19834,0,0,13.1,1
"2025-12-01 05:06:00",19835,0,0,13,1
"2025-12-01 05:12:00",19836,0,0,13,1
"2025-12-01 05:18:00",19837,0,0,12.9,1
"2025-12-01 05:24:00",19838,0,0,12.8,1
"2025-12-01 05:30:00",19839,0,0,12.8,1
"2025-12-01 05:36:00",19840,0,0,12.7,1
"2025-12-01 05:42:00",19841,0,0,12.7,1
"2025-12-01 05:48:00",19842,0,0,12.7,1
"2025-12-01 05:54:00",19843,0,0,12.7,1
"2025-12-01 06:00:00",19844,0,0,12.7,1
"2025-12-01 06:06:00",19845,0,0,12.7,1
"2025-12-01 06:12:00",19846,0,0,12.6,1
"2025-12-01 06:18:00",19847,0,0,12.6,1
"2025-12-01 06:24:00",19848,0,0,12.6,1
"2025-12-01 06:30:00",19849,0,0,12.6,1
"2025-12-01 06:36:00",19850,0,0,12.6,1
"2025-12-01 06:42:00",19851,0,0,12.6,1
"2025-12-01 06:48:00",19852,0,0,12.5,1
"2025-12-01 06:54:00",19853,0,0,12.4,1
"2025-12-01 07:00:00",19854,0,0,12.3,1
"2025-12-01 07:06:00",19855,0,0,12.3,1
"2025-12-01 07:12:00",19856,0,0,12.2,1
"2025-12-01 07:18:00",19857,0,0,12.2,1
"2025-12-01 07:24:00",19858,0,0,12.2,1
"2025-12-01 07:30:00",19859,0,0,12.1,1
"2025-12-01 07:36:00",19860,0,0,12.1,1
