"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.2.1","CPU:MGEO_SERCv30INT.CR1X","19832","ExoTable"
"TIMESTAMP","RECORD","Date","Time","Chlorophyll_RFU","Chlorophyll_ugL","Conductivity","FDOM_QSU","FDOM_RFU","NLF_conductivity","ODO_sat","ODO_local","ODO_MgL","Pressure_psia","Salinity_PPT","Specific_Conductivity_mScm","BGA_PE_RFU","BGA_PE_ugL","TDS_mg_L","Turbidity_FNU","Wiper_Position_mv","pH","pH_mv","Temp_C","Depth_m","Battery_v","Cable_v","Wiper_Current_ma","sn","snn"
"TS","RN","mmddyy","hhmmss","RFU","ug/L","uS/cm","QSU","RFU","uS/cm","%Sat","%SatLocal","mg/L","psia","ppt","mS/cm","RFU","ug/L","mg/L","FNU","mv","pH","mv","Celsius","meters","volts","volts","ma","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-01-31 00:00:00",4401,13026,235657,2.22,10.89,12.876,15.78,5.09,24.66,106.87,106.87,14.11,-6.58,14.39,24.585,6.11,20.25,15980.44,3.84,1.16,7.73,-93.68,0.063,1.039,5.84,13.27,50.82,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 00:06:00",4402,13126,257,2.09,10.27,12.848,15.69,5.06,24.67,106.82,106.82,14.13,-1.74,14.39,24.597,5.72,19.14,15988.23,3.76,1.16,7.74,-93.89,-0.005,1.038,5.85,13.27,51,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 00:12:00",4403,13126,857,2.44,12.01,12.848,15.27,4.92,24.67,106.85,106.85,14.13,-6.59,14.39,24.602,5.79,19.33,15991.46,3.63,1.16,7.74,-93.99,-0.013,1.036,5.85,13.29,50.83,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 00:18:00",4404,13126,1457,2.3,11.32,12.854,15.65,5.05,24.67,106.74,106.74,14.11,-6.58,14.39,24.6,5.57,18.68,15989.77,3.82,1.16,7.74,-93.73,0.003,1.037,5.85,13.27,51.1,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 00:24:00",4405,13126,1757,2.22,10.91,12.904,15.71,5.07,24.69,106.73,106.73,14.07,1.49,14.4,24.604,5.44,18.32,15992.5,3.62,1.16,7.73,-93.18,0.102,1.036,5.85,13.27,51.16,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 00:30:00",4406,13126,2657,1.51,7.39,12.883,15.23,4.91,24.67,106.71,106.71,14.08,-6.58,14.39,24.588,3.62,13.06,15981.95,3.73,1.15,7.73,-93.55,0.077,1.036,5.85,13.27,50.55,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 00:36:00",4407,13126,3257,2.25,11.08,12.879,15.84,5.11,24.67,106.49,106.49,14.05,-6.58,14.39,24.588,5.65,18.94,15982.43,3.66,1.15,7.73,-93.34,0.069,1.036,5.85,13.27,51.19,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 00:42:00",4408,13126,3857,2.3,11.31,12.876,15.97,5.16,24.67,106.33,106.33,14.04,-6.58,14.39,24.591,4.81,16.51,15984.22,4.26,1.15,7.73,-93.29,0.059,1.037,5.85,13.27,50.94,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 00:48:00",4409,13126,4457,2.06,10.13,12.885,15.75,5.08,24.66,106.49,106.49,14.05,-6.58,14.39,24.585,4.95,16.91,15980.07,4.17,1.15,7.73,-93.22,0.086,1.037,5.85,13.27,50.44,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 00:54:00",4410,13126,4757,2.09,10.27,12.879,15.63,5.04,24.67,106.33,106.33,14.03,1.49,14.39,24.588,5.48,18.45,15982.04,4.01,1.16,7.72,-92.94,0.069,1.036,5.85,13.27,51.19,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
