"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.2.1","CPU:MGEO_SERCv30INT.CR1X","19832","ExoTable"
"TIMESTAMP","RECORD","Date","Time","Chlorophyll_RFU","Chlorophyll_ugL","Conductivity","FDOM_QSU","FDOM_RFU","NLF_conductivity","ODO_sat","ODO_local","ODO_MgL","Pressure_psia","Salinity_PPT","Specific_Conductivity_mScm","BGA_PE_RFU","BGA_PE_ugL","TDS_mg_L","Turbidity_FNU","Wiper_Position_mv","pH","pH_mv","Temp_C","Depth_m","Battery_v","Cable_v","Wiper_Current_ma","sn","snn"
"2026-01-31 01:48:00",4419,13126,14457,2.08,10.2,12.942,15.74,5.08,24.66,106.74,106.74,14.03,-6.58,14.39,24.567,6.15,20.38,15968.78,4.05,1.15,7.72,-92.81,0.224,1.039,5.85,13.27,50.98,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 01:54:00",4420,13126,14757,2.3,11.29,12.951,15.72,5.07,24.65,106.74,106.74,14.01,1.5,14.39,24.557,6.67,21.86,15962.28,3.97,1.17,7.71,-92.59,0.256,1.039,5.84,13.27,50.64,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 02:00:00",4421,13126,15657,2.22,10.91,12.955,15.32,4.94,24.65,107.1,107.1,14.06,-6.58,14.39,24.559,5.77,19.29,15963.45,4.07,1.16,7.72,-93.01,0.262,1.04,5.84,13.27,49.91,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 02:06:00",4422,13126,20257,2.56,12.58,12.96,15.71,5.07,24.65,106.97,106.97,14.04,-6.58,14.39,24.554,6.3,20.8,15960.26,3.84,1.15,7.72,-93.01,0.28,1.037,5.84,13.27,50.5,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 02:12:00",4423,13126,20857,2.34,11.52,12.955,15.44,4.98,24.65,107.08,107.08,14.06,-6.58,14.39,24.556,5.92,19.69,15961.38,4.07,1.15,7.72,-93.09,0.266,1.037,5.84,13.27,51,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 02:18:00",4424,13126,21457,2.62,12.91,12.953,15.68,5.06,24.65,107.07,107.07,14.06,-6.59,14.39,24.556,7.4,23.98,15961.63,3.74,1.15,7.73,-93.21,0.261,1.035,5.85,13.27,50.53,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 02:24:00",4425,13126,21757,2.09,10.28,12.953,15.85,5.12,24.65,107,107,14.05,1.49,14.39,24.559,5.19,17.61,15963.52,3.53,1.16,7.72,-92.83,0.258,1.035,5.84,13.27,51.18,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 02:30:00",4426,13126,22657,2.4,11.82,12.97,15.75,5.08,24.65,107,107,14.03,-6.59,14.39,24.55,7.15,23.26,15957.55,3.88,1.15,7.72,-93.09,0.304,1.034,5.85,13.27,50.42,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 02:36:00",4427,13126,23257,1.96,9.62,12.951,15.76,5.09,24.65,106.77,106.77,14.02,-6.59,14.39,24.555,5.83,19.44,15960.71,3.85,1.16,7.72,-92.91,0.26,1.033,5.84,13.27,51.01,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 02:42:00",4428,13126,23857,1.95,9.56,12.936,15.83,5.11,24.66,106.69,106.69,14.02,-6.59,14.39,24.567,5.35,18.07,15968.32,3.99,1.16,7.72,-92.93,0.215,1.032,5.84,13.29,50.56,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 02:48:00",4429,13126,24457,2.28,11.21,12.928,15.83,5.11,24.66,106.49,106.49,14.01,-1.74,14.39,24.572,6.26,20.67,15971.77,3.86,1.16,7.72,-92.79,0.192,1.032,5.84,13.27,50.62,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 02:54:00",4430,13126,24756,2.06,10.14,12.925,15.68,5.06,24.67,106.52,106.52,14.02,1.48,14.39,24.578,5.55,18.63,15975.48,4.17,1.16,7.71,-92.57,0.177,1.031,5.84,13.3,50.12,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 03:00:00",4431,13126,25657,2.24,11.03,12.937,15.88,5.13,24.67,106.55,106.55,14.01,-6.59,14.4,24.576,6.04,20.04,15974.69,4.61,1.16,7.72,-92.95,0.206,1.032,5.85,13.27,50.83,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 03:06:00",4432,13126,30257,1.83,9,12.934,15.57,5.02,24.66,106.34,106.34,13.98,-6.59,14.39,24.576,4.63,15.97,15974.47,4.05,1.17,7.72,-92.73,0.201,1.03,5.84,13.27,50.44,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 03:12:00",4433,13126,30856,2.56,12.6,12.923,15.68,5.06,24.66,106.28,106.28,13.98,-6.59,14.39,24.575,6.07,20.13,15973.82,3.99,1.16,7.71,-92.68,0.176,1.028,5.84,13.27,51.45,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 03:18:00",4434,13126,31457,2.13,10.46,12.932,15.82,5.11,24.66,106.22,106.22,13.97,-6.59,14.39,24.576,6.04,20.05,15974.13,4.24,1.16,7.71,-92.53,0.196,1.029,5.85,13.27,51.16,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 03:24:00",4435,13126,31756,2.37,11.67,12.928,15.72,5.07,24.67,106.15,106.15,13.96,1.48,14.4,24.58,6.7,21.96,15976.78,3.77,1.16,7.71,-92.31,0.182,1.03,5.85,13.27,50.57,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 03:30:00",4436,13126,32657,1.98,9.71,12.933,15.81,5.1,24.66,106.11,106.11,13.95,-6.59,14.39,24.576,5.35,18.07,15974.19,3.96,1.16,7.71,-92.68,0.198,1.028,5.85,13.27,50.59,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 03:36:00",4437,13126,33257,2.3,11.33,12.937,15.64,5.05,24.66,106.13,106.13,13.95,-6.59,14.39,24.572,6.51,21.39,15971.67,3.76,1.16,7.71,-92.56,0.211,1.026,5.84,13.27,50.51,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 03:42:00",4438,13126,33856,2.27,11.16,12.926,15.78,5.09,24.66,105.96,105.96,13.94,-6.59,14.39,24.576,6.05,20.08,15974.33,3.67,1.16,7.71,-92.51,0.181,1.025,5.84,13.3,51.33,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 03:48:00",4439,13126,34456,2.18,10.71,12.932,15.52,5.01,24.67,105.92,105.92,13.93,-6.59,14.39,24.576,5.53,18.58,15974.38,3.96,1.16,7.71,-92.33,0.193,1.026,5.84,13.27,50.27,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 03:54:00",4440,13126,34756,2.35,11.53,12.927,15.79,5.1,24.67,105.9,105.9,13.93,1.48,14.39,24.578,6.35,20.94,15975.65,4.21,1.15,7.71,-92.19,0.182,1.027,5.84,13.27,50.99,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 04:00:00",4441,13126,35656,2.16,10.62,12.93,15.68,5.06,24.67,105.9,105.9,13.93,-6.59,14.4,24.58,5.34,18.03,15976.82,3.77,1.16,7.7,-92.16,0.187,1.029,5.84,13.32,50.43,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 04:06:00",4442,13126,40256,2.11,10.38,12.916,15.77,5.09,24.67,105.87,105.87,13.94,-6.59,14.39,24.582,6.02,19.98,15978.55,3.77,1.17,7.71,-92.54,0.152,1.027,5.84,13.28,52.72,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 04:12:00",4443,13126,40856,1.68,8.25,12.894,15.85,5.12,24.67,105.59,105.59,13.92,-1.75,14.39,24.592,4.24,14.85,15984.54,4.05,1.15,7.71,-92.47,0.097,1.029,5.85,13.3,50.28,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 04:18:00",4444,13126,41456,1.66,8.16,12.888,15.91,5.14,24.68,105.5,105.5,13.92,-1.75,14.4,24.599,4.33,15.11,15989.51,3.97,1.15,7.71,-92.35,0.075,1.029,5.84,13.31,51.07,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 04:24:00",4445,13126,41756,1.69,8.28,12.866,15.64,5.05,24.67,105.44,105.44,13.93,1.48,14.39,24.596,4.28,14.97,15987.15,4.02,1.17,7.71,-92.17,0.03,1.027,5.84,13.27,51.38,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 04:30:00",4446,13126,42656,1.57,7.71,12.872,15.76,5.09,24.67,105.28,105.28,13.9,-1.75,14.39,24.599,3.88,13.82,15989.18,3.94,1.16,7.71,-92.25,0.042,1.026,5.85,13.27,51.28,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 04:36:00",4447,13126,43256,1.68,8.24,12.864,15.69,5.06,24.69,105.62,105.62,13.96,-1.75,14.4,24.621,3.91,13.9,16003.85,4.17,1.15,7.71,-92.55,0.002,1.025,5.84,13.27,52.14,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 04:42:00",4448,13126,43856,1.63,8.02,12.847,15.39,4.96,24.71,105.55,105.55,13.98,-6.59,14.41,24.641,3.82,13.66,16016.83,3.97,1.16,7.71,-92.64,-0.054,1.023,5.85,13.27,50.59,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 04:48:00",4449,13126,44456,1.45,7.12,12.822,15.48,4.99,24.68,105.43,105.43,13.97,-6.59,14.39,24.619,3.99,14.13,16002.57,4.05,1.16,7.71,-92.61,-0.086,1.023,5.85,13.27,51.41,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 04:54:00",4450,13126,44756,1.65,8.11,12.825,15.64,5.05,24.71,105.57,105.57,14,1.47,14.41,24.644,4.08,14.39,16018.48,3.85,1.16,7.71,-92.45,-0.11,1.022,5.85,13.27,51.83,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 05:00:00",4451,13126,45656,1.74,8.56,12.817,15.8,5.1,24.71,105.78,105.78,14.03,-6.6,14.41,24.644,4.07,14.37,16018.74,3.86,1.17,7.72,-92.85,-0.125,1.021,5.84,13.27,52.65,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 05:06:00",4452,13126,50256,1.69,8.3,12.833,15.33,4.94,24.71,105.93,105.93,14.04,-6.59,14.41,24.648,4.26,14.92,16021.02,3.92,1.15,7.72,-92.83,-0.097,1.021,5.84,13.27,52.89,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 05:12:00",4453,13126,50856,1.71,8.39,12.836,15.72,5.07,24.7,105.81,105.81,14.02,-1.75,14.41,24.642,4.11,14.48,16017.1,4.02,1.15,7.72,-92.84,-0.075,1.023,5.85,13.3,51.7,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 05:18:00",4454,13126,51456,1.66,8.16,12.845,15.53,5.01,24.71,105.9,105.9,14.02,-6.59,14.41,24.642,3.94,14,16017.09,3.96,1.15,7.72,-92.77,-0.06,1.024,5.85,13.28,51.27,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 05:24:00",4455,13126,51756,1.64,8.06,12.84,15.77,5.09,24.74,105.91,105.91,14.05,1.48,14.43,24.679,4.11,14.47,16041.35,3.99,1.16,7.72,-92.69,-0.114,1.025,5.85,13.27,51.44,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 05:30:00",4456,13126,52656,1.79,8.8,12.807,15.43,4.98,24.7,105.78,105.78,14.04,-1.75,14.4,24.64,4.95,16.9,16016.3,3.9,1.16,7.72,-93.07,-0.146,1.024,5.84,13.31,51.13,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 05:36:00",4457,13126,53256,1.79,8.78,12.814,15.4,4.97,24.72,105.9,105.9,14.06,-1.75,14.41,24.656,4.14,14.58,16026.46,3.98,1.16,7.72,-93.05,-0.146,1.023,5.85,13.27,51.39,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 05:42:00",4458,13126,53856,1.72,8.45,12.79,15.8,5.1,24.71,105.8,105.8,14.06,-6.59,14.41,24.659,4.55,15.76,16028.15,3.89,1.16,7.73,-93.17,-0.201,1.024,5.84,13.27,50.94,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 05:48:00",4459,13126,54456,2.13,10.48,12.786,15.74,5.08,24.72,105.89,105.89,14.08,-6.59,14.41,24.665,5.95,19.8,16032.41,4.65,1.17,7.73,-93.14,-0.216,1.024,5.85,13.28,50.76,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 05:54:00",4460,13126,54756,2.18,10.72,12.795,15.78,5.09,24.72,105.77,105.77,14.06,1.48,14.41,24.661,5.65,18.94,16029.57,3.72,1.16,7.72,-92.81,-0.19,1.025,5.85,13.27,51.93,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 06:00:00",4461,13126,55656,2.37,11.67,12.788,15.76,5.08,24.72,105.71,105.71,14.06,-6.59,14.41,24.665,6.3,20.8,16032.24,3.89,1.16,7.72,-93.02,-0.211,1.024,5.85,13.27,51.04,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 06:06:00",4462,13126,60256,1.95,9.6,12.781,15.98,5.16,24.72,105.66,105.66,14.06,-6.59,14.41,24.668,5.43,18.28,16034.39,3.87,1.16,7.72,-93.03,-0.229,1.023,5.85,13.27,51.26,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 06:12:00",4463,13126,60856,1.92,9.44,12.785,15.68,5.06,24.72,105.38,105.38,14.01,-6.59,14.41,24.667,4.96,16.93,16033.71,3.9,1.15,7.72,-92.89,-0.222,1.023,5.84,13.27,50.57,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 06:18:00",4464,13126,61456,1.71,8.4,12.772,15.81,5.1,24.73,105.38,105.38,14.03,-6.59,14.41,24.677,4.39,15.29,16040.03,3.81,1.15,7.72,-92.75,-0.257,1.023,5.84,13.27,51.75,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 06:24:00",4465,13126,61756,1.71,8.38,12.771,15.75,5.08,24.73,105.27,105.27,14.02,1.47,14.41,24.678,4.36,15.21,16041.02,3.93,1.16,7.71,-92.35,-0.261,1.023,5.85,13.27,52.26,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 06:30:00",4466,13126,62656,1.59,7.79,12.759,15.89,5.13,24.71,104.89,104.89,13.97,-6.59,14.4,24.67,4.04,14.27,16035.61,3.83,1.15,7.71,-92.28,-0.272,1.023,5.84,13.27,51.45,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 06:36:00",4467,13126,63256,1.55,7.59,12.768,15.58,5.03,24.73,104.67,104.67,13.94,-6.59,14.42,24.681,3.9,13.86,16042.43,4.03,1.15,7.7,-92.12,-0.269,1.023,5.85,13.27,51.1,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 06:42:00",4468,13126,63856,1.51,7.38,12.773,15.67,5.06,24.73,104.51,104.51,13.91,-6.59,14.41,24.678,3.89,13.86,16040.77,4,1.15,7.7,-91.92,-0.257,1.024,5.85,13.3,51.45,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 06:48:00",4469,13126,64456,1.67,8.19,12.784,15.68,5.06,24.74,104.2,104.2,13.87,-1.75,14.42,24.685,4.12,14.51,16044.97,3.88,1.16,7.7,-91.81,-0.243,1.024,5.85,13.32,52.13,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 06:54:00",4470,13126,64756,1.59,7.78,12.795,15.76,5.09,24.73,104.17,104.17,13.85,1.47,14.42,24.674,3.85,13.72,16037.86,3.89,1.16,7.69,-91.33,-0.209,1.023,5.84,13.27,50.87,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 07:00:00",4471,13126,65656,1.54,7.53,12.78,15.66,5.05,24.73,103.68,103.68,13.8,-6.59,14.42,24.67,3.55,12.85,16035.59,3.91,1.16,7.69,-91.54,-0.243,1.022,5.85,13.27,50.93,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 07:06:00",4472,13126,70256,1.43,7.01,12.789,15.78,5.09,24.76,104.11,104.11,13.86,-6.59,14.43,24.712,3.43,12.52,16062.59,3.9,1.16,7.69,-91.52,-0.255,1.022,5.85,13.27,51.71,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 07:12:00",4473,13126,70856,1.52,7.45,12.774,15.48,4.99,24.73,103.68,103.68,13.8,-6.59,14.42,24.678,3.65,13.16,16040.87,3.82,1.16,7.69,-91.51,-0.258,1.022,5.85,13.27,51.66,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 07:18:00",4474,13126,71456,1.61,7.92,12.782,15.63,5.04,24.75,103.87,103.87,13.83,-1.76,14.43,24.705,3.79,13.55,16058.32,3.85,1.16,7.69,-91.31,-0.263,1.022,5.84,13.27,51.84,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 07:24:00",4475,13126,71756,1.57,7.7,12.771,15.62,5.04,24.73,103.72,103.72,13.81,1.47,14.42,24.682,3.82,13.64,16043.37,3.91,1.16,7.68,-91.06,-0.266,1.023,5.85,13.27,51.7,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 07:30:00",4476,13126,72656,1.58,7.76,12.758,15.7,5.07,24.74,103.76,103.76,13.83,-6.59,14.42,24.697,4.23,14.82,16053.17,3.89,1.17,7.69,-91.32,-0.31,1.022,5.85,13.27,51.39,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 07:36:00",4477,13126,73256,2.13,10.45,12.743,15.8,5.1,24.75,103.85,103.85,13.86,-1.76,14.42,24.707,5.63,18.87,16059.81,3.84,1.16,7.69,-91.36,-0.351,1.021,5.85,13.26,51.08,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 07:42:00",4478,13126,73856,1.99,9.76,12.764,15.7,5.07,24.75,103.51,103.51,13.8,-1.76,14.43,24.708,5.4,18.21,16060,4,1.16,7.69,-91.32,-0.307,1.02,5.85,13.29,51.44,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 07:48:00",4479,13126,74456,2.15,10.55,12.754,15.73,5.08,24.75,103.69,103.69,13.83,-6.6,14.43,24.711,6.48,21.33,16062.21,3.87,1.16,7.69,-91.27,-0.333,1.02,5.85,13.28,51.63,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 07:54:00",4480,13126,74756,2.27,11.18,12.733,15.85,5.12,24.76,103.62,103.62,13.84,1.47,14.43,24.723,6.38,21.03,16069.83,4.1,1.17,7.68,-91.02,-0.391,1.021,5.85,13.3,51.16,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 08:00:00",4481,13126,75656,2.25,11.08,12.742,15.87,5.12,24.76,103.72,103.72,13.85,-6.6,14.43,24.715,5.69,19.03,16064.61,4.05,1.16,7.69,-91.29,-0.363,1.021,5.85,13.28,51.82,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 08:06:00",4482,13126,80256,2.02,9.9,12.746,15.13,4.87,24.76,103.65,103.65,13.83,-6.6,14.43,24.713,5.32,17.98,16063.28,3.77,1.16,7.69,-91.21,-0.352,1.02,5.85,13.27,52.23,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-31 08:12:00",4483,13126,80856,1.75,8.6,12.773,15.84,5.11,24.76,103.62,103.62,13.81,-6.6,14.43,24.711,4.24,14.85,16061.95,3.55,1.15,7.69,-91.19,-0.291,1.019,5.84,13.28,51.6,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
