"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.5.0","CPU:MGEO_SERCv31INT.CR1X","63885","LevelTable"
"TIMESTAMP","RECORD","Level_m_CBS","Pressure_mbar_CBS","Temperature_CBS","Status_CBS"
"TS","RN","m","mbar","Celsius","na"
"","","Smp","Smp","Smp","Smp"
"2026-03-31 00:00:00",3231,0,0,0,0
"2026-03-31 00:06:00",3232,0,0,0,0
"2026-03-31 00:12:00",3233,0,0,0,0
"2026-03-31 00:18:00",3234,0,0,0,0
"2026-03-31 00:24:00",3235,0,0,0,0
"2026-03-31 00:30:00",3236,0,0,0,0
"2026-03-31 00:36:00",3237,0,0,0,0
"2026-03-31 00:42:00",3238,0,0,0,0
"2026-03-31 00:48:00",3239,0,0,0,0
"2026-03-31 00:54:00",3240,0,0,0,0
