"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.5.0","CPU:MGEO_SERCv31INT.CR1X","63885","Rad7Table"
"TIMESTAMP","RECORD","Record_RAD7","Year_RAD7","Month_RAD7","Day_Rad7","Hour_Rad7","Minute_Rad7","Total_Counts_Rad7","Live_Time_Rad7","PER_TOT_A_Rad7","PER_TOT_B_Rad7","PER_TOT_C_Rad7","PER_TOT_D_Rad7","High_Voltage_Level_Rad7","High_Voltage_Duty_Rad7","Temp_sample_Rad7","RH_sample_Rad7","Leakage_Current_Rad7","Battery_Volt_Rad7","Pump_current_Rad7","Flags_Byte_Rad7","Radon_concentration_Rad7","Radon_concentration_uncertainty_Rad7","Units_Byt_Rad7"
"TS","RN","###","YY","MM","dd","hh","mm","integer","minutes","percent","percent","percent","percent","Volts","percent","celcius","percent","integer","Volts","mA","integer","Bq/m3","Bq/m3","integer"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-03-31 01:00:00",1296,53,26,3,31,0,49,17,13,53,0,41.2,0,2218,9,20.2,3,0,7.09,10,132,113.617,105.0901,254
"2026-03-31 01:15:00",1297,54,26,3,31,1,4,20,13,35,0,55,0,2218,9,20.2,3,0,7.06,10,132,88.36876,96.66096,254
"2026-03-31 01:30:00",1298,55,26,3,31,1,19,35,13,48.6,0,42.9,5.7,2236,9,20.2,3,0,7.09,10,132,201.9857,135.3027,254
"2026-03-31 01:45:00",1299,56,26,3,31,1,34,25,13,36,4,52,0,2218,9,20.2,3,0,7.06,0,132,113.8228,105.2805,254
"2026-03-31 02:00:00",1300,57,26,3,31,1,49,31,13,61.3,0,38.7,0,2218,9,20.2,3,0,7.06,10,132,240.2926,138.412,254
"2026-03-31 02:15:00",1301,58,26,3,31,2,4,23,13,69.6,0,30.4,0,2236,9,20.2,2,0,7.06,10,132,202.3517,129.5836,254
"2026-03-31 02:30:00",1302,59,26,3,31,2,19,37,13,59.5,0,32.4,2.7,2218,9,20.2,3,0,7.09,10,132,265.5866,146.5995,254
"2026-03-31 02:45:00",1303,60,26,3,31,2,34,29,13,41.4,0,51.7,0,2236,9,20.2,2,0,7.06,10,132,152.0392,116.704,254
"2026-03-31 03:00:00",1304,61,26,3,31,2,49,27,13,29.6,3.7,63,0,2201,9,20.2,2,0,7.09,0,132,101.3594,101.3594,254
"2026-03-31 03:15:00",1305,62,26,3,31,3,4,32,13,31.3,6.3,46.9,6.3,2218,9,20.2,3,0,7.06,10,132,114.0294,109.3827,254
"2026-03-31 03:30:00",1306,63,26,3,31,3,19,26,13,46.2,0,46.2,3.9,2218,9,20.2,2,0,7.06,0,132,139.3693,116.704,254
"2026-03-31 03:45:00",1307,64,26,3,31,3,34,38,13,34.2,0,63.2,0,2218,9,20.2,2,0,7.06,10,132,165.0086,120.3714,254
