"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.2.1","CPU:MGEO_SERCv30INT.CR1X","19832","ExoTable"
"TIMESTAMP","RECORD","Date","Time","Chlorophyll_RFU","Chlorophyll_ugL","Conductivity","FDOM_QSU","FDOM_RFU","NLF_conductivity","ODO_sat","ODO_local","ODO_MgL","Pressure_psia","Salinity_PPT","Specific_Conductivity_mScm","BGA_PE_RFU","BGA_PE_ugL","TDS_mg_L","Turbidity_FNU","Wiper_Position_mv","pH","pH_mv","Temp_C","Depth_m","Battery_v","Cable_v","Wiper_Current_ma","sn","snn"
"TS","RN","mmddyy","hhmmss","RFU","ug/L","uS/cm","QSU","RFU","uS/cm","%Sat","%SatLocal","mg/L","psia","ppt","mS/cm","RFU","ug/L","mg/L","FNU","mv","pH","mv","Celsius","meters","volts","volts","ma","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-01-27 13:48:00",3579,12726,134502,1.71,8.39,12.574,15.81,5.1,24.47,100.33,100.33,13.43,-6.51,14.25,24.438,4.87,16.68,15885.01,4.59,1.16,7.63,-88.24,-0.414,1.146,5.84,13.28,50.64,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-27 13:54:00",3580,12726,134802,1.55,7.6,12.571,15.81,5.1,24.48,100.42,100.42,13.45,1.65,14.25,24.448,3.88,13.83,15891.13,4.25,1.16,7.63,-88.15,-0.438,1.147,5.84,13.27,50.33,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-27 14:00:00",3581,12726,135702,1.79,8.77,12.567,15.99,5.17,24.48,100.45,100.45,13.46,-6.51,14.25,24.448,2.83,10.78,15891.34,4.24,1.15,7.63,-88.32,-0.443,1.144,5.84,13.27,51.08,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-27 14:06:00",3582,12726,140302,1.69,8.29,12.555,15.78,5.09,24.48,100.32,100.32,13.45,-6.51,14.25,24.453,4.41,15.34,15894.7,4.26,1.15,7.63,-88.23,-0.474,1.142,5.84,13.28,50.66,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-27 14:12:00",3583,12726,140902,1.39,6.78,12.56,15.8,5.1,24.49,100.44,100.44,13.46,-6.51,14.25,24.456,3.12,11.62,15896.28,4.37,1.16,7.63,-88.26,-0.463,1.142,5.84,13.3,50.65,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-27 14:18:00",3584,12726,141502,1.74,8.52,12.557,15.69,5.06,24.48,100.38,100.38,13.46,-6.51,14.25,24.453,4.6,15.91,15894.47,4.56,1.17,7.63,-88.16,-0.468,1.141,5.84,13.27,50.52,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-27 14:24:00",3585,12726,141802,1.67,8.21,12.552,15.77,5.09,24.48,100.33,100.33,13.45,1.64,14.25,24.454,4.39,15.28,15894.81,4.61,1.16,7.62,-87.89,-0.48,1.138,5.84,13.27,50.17,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
"2026-01-27 14:30:00",3586,12726,142702,1.81,8.87,12.56,15.57,5.02,24.48,100.4,100.4,13.45,-1.62,14.25,24.444,4.7,16.2,15888.32,4.32,1.15,7.63,-88.23,-0.455,1.137,5.84,13.27,50.43,"  # sn  22J105877  #  ","  # ssn  25A102680 22L102340 14F102116 15K101546 16E100505 22G100128 25F103"
