"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.2.1","CPU:MGEO_SERCv30INT.CR1X","11106","LevelTable"
"TIMESTAMP","RECORD","Level_m_CBS","Pressure_mbar_CBS","Temperature_CBS","Status_CBS"
"TS","RN","m","mbar","Celsius","na"
"","","Smp","Smp","Smp","Smp"
"2025-11-30 23:00:00",19774,0,0,14.3,1
"2025-11-30 23:06:00",19775,0,0,14.3,1
"2025-11-30 23:12:00",19776,0,0,14.3,1
"2025-11-30 23:18:00",19777,0,0,14.3,1
"2025-11-30 23:24:00",19778,0,0,14.4,1
"2025-11-30 23:30:00",19779,0,0,14.4,1
"2025-11-30 23:36:00",19780,0,0,14.5,1
"2025-11-30 23:42:00",19781,0,0,14.6,1
"2025-11-30 23:48:00",19782,0,0,14.7,1
"2025-11-30 23:54:00",19783,0,0,14.8,1
