"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.2.1","CPU:MGEO_SERCv30INT.CR1X","19832","LevelTable"
"TIMESTAMP","RECORD","Level_m_CBS","Pressure_mbar_CBS","Temperature_CBS","Status_CBS"
"TS","RN","m","mbar","Celsius","na"
"","","Smp","Smp","Smp","Smp"
"2025-12-31 01:00:00",2979,1.41,138.25,18.9,0
"2025-12-31 01:06:00",2980,1.409,138.22,18.9,0
"2025-12-31 01:12:00",2981,1.404,137.66,18.9,0
"2025-12-31 01:18:00",2982,1.397,137.02,18.9,0
"2025-12-31 01:24:00",2983,1.394,136.67,18.9,0
"2025-12-31 01:30:00",2984,1.392,136.53,18.9,0
"2025-12-31 01:36:00",2985,1.394,136.67,18.9,0
"2025-12-31 01:42:00",2986,1.395,136.79,19,0
"2025-12-31 01:48:00",2987,1.389,136.2,19,0
"2025-12-31 01:54:00",2988,1.381,135.44,19,0
"2025-12-31 02:00:00",2989,1.378,135.13,19.1,0
"2025-12-31 02:06:00",2990,1.373,134.69,19.1,0
"2025-12-31 02:12:00",2991,1.367,134.09,19.1,0
"2025-12-31 02:18:00",2992,1.36,133.41,19.1,0
"2025-12-31 02:24:00",2993,1.351,132.45,19.1,0
"2025-12-31 02:30:00",2994,1.342,131.64,19.1,0
"2025-12-31 02:36:00",2995,1.336,131.01,19.1,0
"2025-12-31 02:42:00",2996,1.327,130.12,19.1,0
"2025-12-31 02:48:00",2997,1.318,129.23,19.2,0
"2025-12-31 02:54:00",2998,1.311,128.57,19.2,0
"2025-12-31 03:00:00",2999,1.307,128.16,19.1,0
"2025-12-31 03:06:00",3000,1.305,127.99,19.1,0
"2025-12-31 03:12:00",3001,1.303,127.75,19.1,0
"2025-12-31 03:18:00",3002,1.297,127.21,19.2,0
"2025-12-31 03:24:00",3003,1.29,126.5,19.2,0
"2025-12-31 03:30:00",3004,1.284,125.94,19.2,0
"2025-12-31 03:36:00",3005,1.279,125.4,19.2,0
"2025-12-31 03:42:00",3006,1.271,124.6,19.2,0
"2025-12-31 03:48:00",3007,1.263,123.85,19.2,0
"2025-12-31 03:54:00",3008,1.255,123.08,19.2,0
"2025-12-31 04:00:00",3009,1.246,122.15,19.2,0
"2025-12-31 04:06:00",3010,1.237,121.28,19.2,0
"2025-12-31 04:12:00",3011,1.212,118.86,19.3,0
"2025-12-31 04:18:00",3012,1.203,117.94,19.3,0
"2025-12-31 04:24:00",3013,1.194,117.1,19.3,0
"2025-12-31 04:30:00",3014,1.185,116.23,19.2,0
"2025-12-31 04:36:00",3015,1.178,115.53,19.2,0
"2025-12-31 04:42:00",3016,1.171,114.87,19.2,0
"2025-12-31 04:48:00",3017,1.166,114.35,19.1,0
"2025-12-31 04:54:00",3018,1.161,113.86,19.1,0
"2025-12-31 05:00:00",3019,1.156,113.33,19.1,0
"2025-12-31 05:06:00",3020,1.152,112.96,19,0
"2025-12-31 05:12:00",3021,1.147,112.5,19,0
"2025-12-31 05:18:00",3022,1.142,112.03,19,0
"2025-12-31 05:24:00",3023,1.142,111.98,18.9,0
"2025-12-31 05:30:00",3024,1.143,112.07,18.9,0
"2025-12-31 05:36:00",3025,1.142,112.03,18.9,0
"2025-12-31 05:42:00",3026,1.14,111.79,18.9,0
"2025-12-31 05:48:00",3027,1.136,111.38,18.9,0
"2025-12-31 05:54:00",3028,1.131,110.95,18.9,0
"2025-12-31 06:00:00",3029,1.126,110.45,18.9,0
"2025-12-31 06:06:00",3030,1.121,109.89,18.9,0
"2025-12-31 06:12:00",3031,1.113,109.17,18.8,0
"2025-12-31 06:18:00",3032,1.106,108.42,18.8,0
"2025-12-31 06:24:00",3033,1.1,107.85,18.8,0
"2025-12-31 06:30:00",3034,1.095,107.41,18.8,0
"2025-12-31 06:36:00",3035,1.089,106.84,18.8,0
"2025-12-31 06:42:00",3036,1.082,106.13,18.8,0
"2025-12-31 06:48:00",3037,1.076,105.57,18.8,0
"2025-12-31 06:54:00",3038,1.073,105.23,18.8,0
"2025-12-31 07:00:00",3039,1.072,105.13,18.8,0
"2025-12-31 07:06:00",3040,1.072,105.13,18.8,0
"2025-12-31 07:12:00",3041,1.072,105.09,18.8,0
"2025-12-31 07:18:00",3042,1.072,105.15,18.8,0
"2025-12-31 07:24:00",3043,1.075,105.46,18.7,0
"2025-12-31 07:30:00",3044,1.079,105.85,18.7,0
"2025-12-31 07:36:00",3045,1.081,106.04,18.7,0
