"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.5.0","CPU:MGEO_SERCv31INT.CR1X","63885","FLUX_7810"
"TIMESTAMP","RECORD","TimeLong7810","LI7810_time","Seconds","Nanoseconds","NDX","Diag","H2O","CO2","CH4","cavity_p","cavity_t","laser_phase_p","laser_t","residual","ringdown","thermal_enc_t","phase_err","laser_t_shift","vin","cavity_p_sp","board_t","case_t","exfit_tau_rd1","peak_ht_1","exfit_tau_rd2","peak_ht_2","tec_sp","phase_ctrl_out","meas_phase","laser_phase_sp","num_peaks_win","post_ringdwn_1_ign_len","ringdwn_1_loc","peak_x0","xderiv_weight","xderiv2_weight","ch4_spec_weight","co2_spec_weight","h2o_spec_weight","start_freq","cavity_htr_w","laser_ref_pwr","offset_weight","slope_weight","evenodd_weight","evenodd_lin_weight","num_skipped_modes","pump_sp","pump_tach_ph"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2026-04-29 23:57:00",249152,"2026-04-29 22:58:50",1777525130,1.777525E+09,2.51368E+08,1.504214E+07,4,143.2791,138.4419,40797.31,40.1456,55.0003,52.6177,46.5991,0.00255596,13.0553,54.4998,104,0.159228,24.0813,40.2386,46.392,14.3901,13.0553,0.992769,12.9554,1.0186,46.637,31902.2,16104,16000,5,4762,82070.8,91778.8,-0.000125357,2.67971E-05,21.4258,0.400619,0.0146171,2.67971E-05,2.67971E-05,2.67971E-05,6048.29,0.853185,47429.5,2.67971E-05,0,0,0
"2026-04-29 23:57:15",249153,"2026-04-29 22:59:05",1777525145,1.777525E+09,2.50627E+08,1.50422E+07,4,143.3716,138.6859,40798.35,40.1456,55.0003,52.6169,46.5991,0.00254503,13.0556,54.4998,-36.25,0.159228,24.0805,40.2386,46.393,14.3901,13.0556,0.992788,12.9556,1.0186,46.637,31901.8,15963.8,16000,5,4751.75,82063.5,91767.8,-0.000143446,3.87319E-05,21.4263,0.401326,0.0146265,3.87319E-05,3.87319E-05,3.87319E-05,6048.29,0.853185,47430.8,3.87319E-05,0,0,0
"2026-04-29 23:57:30",249154,"2026-04-29 22:59:20",1777525160,1.777525E+09,2.498879E+08,1.504226E+07,4,142.3945,138.4852,40798.44,40.1447,55.0003,52.6169,46.5991,0.00254453,13.0551,54.4996,58.5,0.159228,24.0809,40.2386,46.3906,14.3901,13.0551,0.99279,12.9557,1.0186,46.637,31902.2,16058.5,16000,5,4766,82059.2,91773.8,-0.000259703,3.98506E-05,21.4264,0.400751,0.0145269,3.98506E-05,3.98506E-05,3.98506E-05,6048.29,0.853185,47430,3.98506E-05,0,0,0
"2026-04-29 23:57:45",249155,"2026-04-29 22:59:35",1777525175,1.777525E+09,2.491419E+08,1.504232E+07,4,142.2652,137.7013,40797.14,40.1443,55.0003,52.6189,46.5989,0.00251603,13.0557,54.4998,-40.25,0.159228,24.0813,40.2385,46.3888,14.3901,13.0557,0.992766,12.9558,1.0186,46.637,31902.8,15959.8,16000,5,4758,82051.5,91775.2,-1.10603E-05,2.83183E-05,21.4257,0.398478,0.0145137,2.83183E-05,2.83183E-05,2.83183E-05,6048.29,0.853185,47429.8,2.83183E-05,0,0,0
"2026-04-29 23:58:00",249156,"2026-04-29 22:59:50",1777525190,1.777525E+09,2.484E+08,1.504238E+07,4,142.9226,137.3744,40800.68,40.1447,55.0003,52.6193,46.5991,0.00256536,13.056,54.4998,-23.25,0.159228,24.0821,40.2385,46.3818,14.3901,13.056,0.992776,12.9559,1.01867,46.637,31902.8,15976.8,16000,5,4760.75,82061,91794.5,-1.93362E-05,1.51589E-05,21.4276,0.397524,0.0145807,1.51589E-05,1.51589E-05,1.51589E-05,6048.29,0.853185,47427.5,1.51589E-05,0,0,0
"2026-04-29 23:58:15",249157,"2026-04-29 23:00:05",1777525205,1.777525E+09,2.476671E+08,1.504244E+07,4,143.3618,138.1096,40802.04,40.1451,55.0003,52.6148,46.5993,0.00253725,13.0554,54.4998,-58.5,0.159228,24.0805,40.2385,46.3818,14.3901,13.0554,0.992762,12.9555,1.01869,46.637,31900.2,15941.5,16000,5,4747.75,82073,91787.5,-5.30352E-05,2.29857E-05,21.4283,0.399654,0.0146255,2.29857E-05,2.29857E-05,2.29857E-05,6048.29,0.853185,47428.5,2.29857E-05,0,0,0
"2026-04-29 23:58:30",249158,"2026-04-29 23:00:20",1777525220,1.777525E+09,2.469261E+08,1.50425E+07,4,142.5991,138.0548,40800.86,40.1451,55.0003,52.6193,46.5991,0.00254535,13.0566,54.4998,-51.25,0.159228,24.0801,40.2385,46.3865,14.3901,13.0566,0.992767,12.9555,1.01866,46.637,31902.8,15948.8,16000,5,4748.25,82052.8,91764.2,-9.26067E-05,2.16121E-05,21.4277,0.399501,0.0145477,2.16121E-05,2.16121E-05,2.16121E-05,6048.29,0.853185,47428.5,2.16121E-05,0,0,0
"2026-04-29 23:58:45",249159,"2026-04-29 23:00:35",1777525235,1.777525E+09,2.461901E+08,1.504256E+07,4,143.9397,137.9322,40809.84,40.1447,55.0003,52.6156,46.5993,0.002611,13.0565,54.4998,-75,0.159228,24.0801,40.2385,46.3832,14.3901,13.0565,0.992782,12.9558,1.01864,46.637,31900.8,15925,16000,5,4762.75,82078.5,91783,-0.000123172,1.94319E-05,21.4323,0.399134,0.0146845,1.94319E-05,1.94319E-05,1.94319E-05,6048.29,0.853185,47429.2,1.94319E-05,0,0,0
