"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.5.0","CPU:MGEO_SERCv31INT.CR1X","63885","LevelTable"
"TIMESTAMP","RECORD","Level_m_CBS","Pressure_mbar_CBS","Temperature_CBS","Status_CBS"
"TS","RN","m","mbar","Celsius","na"
"","","Smp","Smp","Smp","Smp"
"2026-06-30 23:00:00",6318,0,0,0,0
"2026-06-30 23:06:00",6319,0,0,0,0
"2026-06-30 23:12:00",6320,0,0,0,0
"2026-06-30 23:18:00",6321,0,0,0,0
"2026-06-30 23:24:00",6322,0,0,0,0
"2026-06-30 23:30:00",6323,0,0,0,0
"2026-06-30 23:36:00",6324,0,0,0,0
"2026-06-30 23:42:00",6325,0,0,0,0
"2026-06-30 23:48:00",6326,0,0,0,0
"2026-06-30 23:54:00",6327,0,0,0,0
