"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.5.0","CPU:MGEO_SERCv31INT.CR1X","63885","LevelTable"
"TIMESTAMP","RECORD","Level_m_CBS","Pressure_mbar_CBS","Temperature_CBS","Status_CBS"
"TS","RN","m","mbar","Celsius","na"
"","","Smp","Smp","Smp","Smp"
"2026-03-31 01:00:00",3241,0,0,0,0
"2026-03-31 01:06:00",3242,0,0,0,0
"2026-03-31 01:12:00",3243,0,0,0,0
"2026-03-31 01:18:00",3244,0,0,0,0
"2026-03-31 01:24:00",3245,0,0,0,0
"2026-03-31 01:30:00",3246,0,0,0,0
"2026-03-31 01:36:00",3247,0,0,0,0
"2026-03-31 01:42:00",3248,0,0,0,0
"2026-03-31 01:48:00",3249,0,0,0,0
"2026-03-31 01:54:00",3250,0,0,0,0
"2026-03-31 02:00:00",3251,0,0,0,0
"2026-03-31 02:06:00",3252,0,0,0,0
"2026-03-31 02:12:00",3253,0,0,0,0
"2026-03-31 02:18:00",3254,0,0,0,0
"2026-03-31 02:24:00",3255,0,0,0,0
"2026-03-31 02:30:00",3256,0,0,0,0
"2026-03-31 02:36:00",3257,0,0,0,0
"2026-03-31 02:42:00",3258,0,0,0,0
"2026-03-31 02:48:00",3259,0,0,0,0
"2026-03-31 02:54:00",3260,0,0,0,0
"2026-03-31 03:00:00",3261,0,0,0,0
"2026-03-31 03:06:00",3262,0,0,0,0
"2026-03-31 03:12:00",3263,0,0,0,0
"2026-03-31 03:18:00",3264,0,0,0,0
"2026-03-31 03:24:00",3265,0,0,0,0
"2026-03-31 03:30:00",3266,0,0,0,0
"2026-03-31 03:36:00",3267,0,0,0,0
"2026-03-31 03:42:00",3268,0,0,0,0
"2026-03-31 03:48:00",3269,0,0,0,0
"2026-03-31 03:54:00",3270,0,0,0,0
"2026-03-31 04:00:00",3271,0,0,0,0
"2026-03-31 04:06:00",3272,0,0,0,0
"2026-03-31 04:12:00",3273,0,0,0,0
"2026-03-31 04:18:00",3274,0,0,0,0
"2026-03-31 04:24:00",3275,0,0,0,0
"2026-03-31 04:30:00",3276,0,0,0,0
"2026-03-31 04:36:00",3277,0,0,0,0
"2026-03-31 04:42:00",3278,0,0,0,0
"2026-03-31 04:48:00",3279,0,0,0,0
"2026-03-31 04:54:00",3280,0,0,0,0
"2026-03-31 05:00:00",3281,0,0,0,0
"2026-03-31 05:06:00",3282,0,0,0,0
"2026-03-31 05:12:00",3283,0,0,0,0
"2026-03-31 05:18:00",3284,0,0,0,0
"2026-03-31 05:24:00",3285,0,0,0,0
"2026-03-31 05:30:00",3286,0,0,0,0
"2026-03-31 05:36:00",3287,0,0,0,0
"2026-03-31 05:42:00",3288,0,0,0,0
"2026-03-31 05:48:00",3289,0,0,0,0
"2026-03-31 05:54:00",3290,0,0,0,0
"2026-03-31 06:00:00",3291,0,0,0,0
"2026-03-31 06:06:00",3292,0,0,0,0
"2026-03-31 06:12:00",3293,0,0,0,0
"2026-03-31 06:18:00",3294,0,0,0,0
"2026-03-31 06:24:00",3295,0,0,0,0
"2026-03-31 06:30:00",3296,0,0,0,0
"2026-03-31 06:36:00",3297,0,0,0,0
"2026-03-31 06:42:00",3298,0,0,0,0
"2026-03-31 06:48:00",3299,0,0,0,0
"2026-03-31 06:54:00",3300,0,0,0,0
"2026-03-31 07:00:00",3301,0,0,0,0
"2026-03-31 07:06:00",3302,0,0,0,0
"2026-03-31 07:12:00",3303,0,0,0,0
"2026-03-31 07:18:00",3304,0,0,0,0
"2026-03-31 07:24:00",3305,0,0,0,0
"2026-03-31 07:30:00",3306,0,0,0,0
"2026-03-31 07:36:00",3307,0,0,0,0
"2026-03-31 07:42:00",3308,0,0,0,0
"2026-03-31 07:48:00",3309,0,0,0,0
"2026-03-31 07:54:00",3310,0,0,0,0
"2026-03-31 08:00:00",3311,0,0,0,0
"2026-03-31 08:06:00",3312,0,0,0,0
"2026-03-31 08:12:00",3313,0,0,0,0
"2026-03-31 08:18:00",3314,0,0,0,0
"2026-03-31 08:24:00",3315,0,0,0,0
"2026-03-31 08:30:00",3316,0,0,0,0
"2026-03-31 08:36:00",3317,0,0,0,0
"2026-03-31 08:42:00",3318,0,0,0,0
"2026-03-31 08:48:00",3319,0,0,0,0
"2026-03-31 08:54:00",3320,0,0,0,0
"2026-03-31 09:00:00",3321,0,0,0,0
"2026-03-31 09:06:00",3322,0,0,0,0
