"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.2.1","CPU:MGEO_SERCv30INT.CR1X","11106","LevelTable"
"TIMESTAMP","RECORD","Level_m_CBS","Pressure_mbar_CBS","Temperature_CBS","Status_CBS"
"TS","RN","m","mbar","Celsius","na"
"","","Smp","Smp","Smp","Smp"
"2025-11-30 01:00:00",19554,0,0,12.7,1
"2025-11-30 01:06:00",19555,0,0,12.7,1
"2025-11-30 01:12:00",19556,0,0,12.7,1
"2025-11-30 01:18:00",19557,0,0,12.7,1
"2025-11-30 01:24:00",19558,0,0,12.7,1
"2025-11-30 01:30:00",19559,0,0,12.7,1
"2025-11-30 01:36:00",19560,0,0,12.7,1
"2025-11-30 01:42:00",19561,0,0,12.7,1
"2025-11-30 01:48:00",19562,0,0,12.6,1
"2025-11-30 01:54:00",19563,0,0,12.5,1
"2025-11-30 02:00:00",19564,0,0,12.5,1
"2025-11-30 02:06:00",19565,0,0,12.4,1
"2025-11-30 02:12:00",19566,0,0,12.4,1
"2025-11-30 02:18:00",19567,0,0,12.4,1
"2025-11-30 02:24:00",19568,0,0,12.5,1
"2025-11-30 02:30:00",19569,0,0,12.5,1
"2025-11-30 02:36:00",19570,0,0,12.5,1
"2025-11-30 02:42:00",19571,0,0,12.6,1
"2025-11-30 02:48:00",19572,0,0,12.6,1
"2025-11-30 02:54:00",19573,0,0,12.7,1
"2025-11-30 03:00:00",19574,0,0,12.7,1
"2025-11-30 03:06:00",19575,0,0,12.7,1
"2025-11-30 03:12:00",19576,0,0,12.8,1
"2025-11-30 03:18:00",19577,0,0,12.8,1
"2025-11-30 03:24:00",19578,0,0,12.8,1
"2025-11-30 03:30:00",19579,0,0,12.8,1
"2025-11-30 03:36:00",19580,0,0,12.8,1
"2025-11-30 03:42:00",19581,0,0,12.9,1
"2025-11-30 03:48:00",19582,0,0,12.9,1
"2025-11-30 03:54:00",19583,0,0,13,1
"2025-11-30 04:00:00",19584,0,0,13,1
"2025-11-30 04:06:00",19585,0,0,13,1
"2025-11-30 04:12:00",19586,0,0,13.1,1
"2025-11-30 04:18:00",19587,0,0,13.1,1
"2025-11-30 04:24:00",19588,0,0,13.2,1
"2025-11-30 04:30:00",19589,0,0,13.2,1
"2025-11-30 04:36:00",19590,0,0,13.1,1
"2025-11-30 04:42:00",19591,0,0,13.1,1
"2025-11-30 04:48:00",19592,0,0,13.1,1
"2025-11-30 04:54:00",19593,0,0,13,1
"2025-11-30 05:00:00",19594,0,0,13,1
"2025-11-30 05:06:00",19595,0,0,12.9,1
"2025-11-30 05:12:00",19596,0,0,12.8,1
"2025-11-30 05:18:00",19597,0,0,12.7,1
"2025-11-30 05:24:00",19598,0,0,12.5,1
"2025-11-30 05:30:00",19599,0,0,12.3,1
"2025-11-30 05:36:00",19600,0,0,12.2,1
"2025-11-30 05:42:00",19601,0,0,12.1,1
"2025-11-30 05:48:00",19602,0,0,12,1
"2025-11-30 05:54:00",19603,0,0,12,1
"2025-11-30 06:00:00",19604,0,0,12,1
"2025-11-30 06:06:00",19605,0,0,12,1
"2025-11-30 06:12:00",19606,0,0,12,1
"2025-11-30 06:18:00",19607,0,0,12.1,1
"2025-11-30 06:24:00",19608,0,0,12.1,1
"2025-11-30 06:30:00",19609,0,0,12.2,1
"2025-11-30 06:36:00",19610,0,0,12.2,1
"2025-11-30 06:42:00",19611,0,0,12.3,1
"2025-11-30 06:48:00",19612,0,0,12.3,1
"2025-11-30 06:54:00",19613,0,0,12.4,1
"2025-11-30 07:00:00",19614,0,0,12.5,1
"2025-11-30 07:06:00",19615,0,0,12.6,1
"2025-11-30 07:12:00",19616,0,0,12.6,1
"2025-11-30 07:18:00",19617,0,0,12.7,1
"2025-11-30 07:24:00",19618,0,0,12.8,1
"2025-11-30 07:30:00",19619,0,0,12.8,1
"2025-11-30 07:36:00",19620,0,0,12.9,1
"2025-11-30 07:42:00",19621,0,0,12.9,1
"2025-11-30 07:48:00",19622,0,0,13,1
"2025-11-30 07:54:00",19623,0,0,13,1
"2025-11-30 08:00:00",19624,0,0,13,1
"2025-11-30 08:06:00",19625,0,0.01,13,1
"2025-11-30 08:12:00",19626,0,0.01,13,1
"2025-11-30 08:18:00",19627,0,0,13,1
"2025-11-30 08:24:00",19628,0,0,13,1
"2025-11-30 08:30:00",19629,0,0,13,1
"2025-11-30 08:36:00",19630,0,0,13,1
"2025-11-30 08:42:00",19631,0,0,13,1
