"TOA5","MGEO_SERC","CR1000X","50443","CR1000X.8.5.0","CPU:MGEO_SERCv31INT.CR1X","63885","LevelTable"
"TIMESTAMP","RECORD","Level_m_CBS","Pressure_mbar_CBS","Temperature_CBS","Status_CBS"
"TS","RN","m","mbar","Celsius","na"
"","","Smp","Smp","Smp","Smp"
"2026-07-31 23:00:00",13758,0,0,0,0
"2026-07-31 23:06:00",13759,0,0,0,0
"2026-07-31 23:12:00",13760,0,0,0,0
"2026-07-31 23:18:00",13761,0,0,0,0
"2026-07-31 23:24:00",13762,0,0,0,0
"2026-07-31 23:30:00",13763,0,0,0,0
"2026-07-31 23:36:00",13764,0,0,0,0
"2026-07-31 23:42:00",13765,0,0,0,0
"2026-07-31 23:48:00",13766,0,0,0,0
"2026-07-31 23:54:00",13767,0,0,0,0
