"TOA5","GCREW_MET","CR1000","85321","CR1000.Std.31.03","CPU:GCREW_METv5.CR1","24578","GCREW_MET_15min"
"TIMESTAMP","RECORD","Statname","Rain_in_Tot","Rain_cm_Tot","AirTC_Avg","RH","CleanRH","VP","VPD","SVP","Barometric_Pressure_PB110B","Barometric_Pressure_PB110B_Avg","SlrW_Avg","SlrMJ_Tot","PAR_Den_C_Avg","PAR_Tot_C_Tot","Temp10cm_Avg","Temp25cm_Avg","Temp90cm_Avg","Above75cm_plate_Avg","Aquatroll_ID(2)","Depth","Temperature","Actual_Conductivity","Specific_Conductivity","Salinity","TDS","Water_Density","Pressure","Resistivity","WindDir_RM_Avg","WindDir_RM","WS_ms_RM_Max","WS_ms_RM_Min","WS_ms_RM_Avg","WS_ms_RM","WindDir_WS_Avg","WindDir_WS","WS_ms_WS_Max","WS_ms_WS_Min","WS_ms_WS_Avg","WS_ms_WS"
"TS","RN","","inch","cm","°C","%","%","kPa","Pa","Pa","mbar","mbar","W/m²","MJ/m²","micromols/s/m^2","mmol/m^2second","C","C","C","C","","cm","C","uS/cm","uS/cm","PSU","ppt","g/cm3","PSI","ohm-cm","degrees","degrees","m/s","m/s","m/s","m/s","degrees","degrees","m/s","m/s","m/s","m/s"
"","","Smp","Tot","Tot","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Tot","Avg","Tot","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Smp","Max","Min","Avg","Smp","Avg","Smp","Max","Min","Avg","Smp"
"2026-05-02 13:45:00",169546,"NAN",0,0,15.01,51.02,51.02,0.8417683,1.851299,3.779871,1012.382,1012.666,761.6,4.113,1458,0,12.64,11.83,9.35,"NAN","213IN-SITU AT200 201000",60.43949,11.04158,14184.17,19340.44,11.44382,12.57129,1.008494,0.868018,70.50361,93.09953,91.07839,3.8612,0,1.446589,1.1956,94.96111,90,3.89,0.07,1.540722,2.26
"2026-05-02 14:00:00",169547,"NAN",0,0,14.93,45.57,45.57,0.7719381,2.111949,3.88017,1012.218,1012.371,677.4,3.658,1312,0,12.65,11.84,9.36,"NAN","213IN-SITU AT200 201000",60.41633,11.04112,14178.1,19332.4,11.43865,12.56606,1.008493,0.868461,70.50885,108.6808,72.6208,4.1944,0.098,2.140102,1.4896,105.9667,77,4.52,0.35,2.131833,1.88
"2026-05-02 14:15:00",169548,"NAN",0,0,14.31,48.16,48.16,0.7737873,1.907315,3.679245,1011.891,1012.144,356.7,1.926,724.8,0,12.68,11.85,9.35,"NAN","213IN-SITU AT200 201000",60.23489,11.04094,14180.33,19335.54,11.44065,12.5681,1.008492,0.864349,70.51982,104.1553,88.07873,3.8024,0.0588,1.60034,0.588,105.2278,65,3.6,0.16,1.718611,0.7
"2026-05-02 14:30:00",169549,"NAN",0,0,14.86,47.55,47.55,0.8286966,2.092074,3.988463,1011.564,1011.763,666.8,3.601,1295,0,12.7,11.86,9.35,"NAN","213IN-SITU AT200 201000",60.31592,11.04103,14176.02,19329.61,11.43686,12.56425,1.008492,0.862443,70.52067,118.3385,71.62898,3.6064,0,1.579216,3.0576,132.8667,62,3.77,0.21,1.707778,3.75
"2026-05-02 14:45:00",169550,"NAN",0,0,15.26,45.64,45.64,0.8006793,2.18173,4.0134,1011.319,1011.527,630.6,3.405,1210,0,12.7,11.89,9.39,"NAN","213IN-SITU AT200 201000",60.14987,11.04057,14177.1,19331.31,11.43794,12.56535,1.00849,0.861367,70.53269,86.1905,193.5507,3.7436,0,1.457042,0.098,92.38889,177,3.92,0.14,1.569111,1.57
"2026-05-02 15:00:00",169551,"NAN",0,0,15.45,44.99,44.99,0.7604547,2.129833,3.871825,1011.237,1011.5,603.3,3.258,1143,0,12.7,11.9,9.4,"NAN","213IN-SITU AT200 201000",59.96625,11.04057,14177.68,19332.11,11.43845,12.56587,1.008492,0.860599,70.52164,82.42615,91.17516,4.214,0.5292,2.016078,1.8424,79.60555,94,4.47,0.48,2.095611,1.27
"2026-05-02 15:15:00",169552,"NAN",0,0,15,49.42,49.42,0.8371561,1.962559,3.88017,1011.4,1011.552,415.8,2.245,780.8,0,12.7,11.88,9.37,"NAN","213IN-SITU AT200 201000",59.93005,11.04047,14182,19338.04,11.44224,12.56972,1.008491,0.859918,70.52607,67.1272,64.61365,3.2732,0,1.325613,2.94,77.56667,52,3.55,0.23,1.470611,2.79
"2026-05-02 15:30:00",169553,"NAN",0,0,14.83,40.46,40.46,0.6974999,2.34996,3.946857,1011.237,1011.474,505.3,2.728,971,0,12.72,11.89,9.37,"NAN","213IN-SITU AT200 201000",59.86595,11.04038,14177.69,19332.21,11.43851,12.56594,1.008491,0.858108,70.53163,112.5321,86.24023,3.8024,0.1372,1.958693,2.3324,109.5167,80,3.84,0.31,2.004056,1.61
"2026-05-02 15:45:00",169554,"NAN",0,0,15.06,45.91,45.91,0.7880164,2.125788,3.930198,1011.237,1011.329,390.7,2.11,760.4,0,12.74,11.9,9.37,"NAN","213IN-SITU AT200 201000",59.72206,11.03892,14177.54,19332.74,11.4388,12.56628,1.008492,0.858723,70.5223,91.44971,240.6018,3.1164,0,1.3475,0.2156,92.70556,278,3.13,0.11,1.461667,0.56
"2026-05-02 16:00:00",169555,"NAN",0,0,15.67,43.73,43.73,0.7910103,2.323637,4.129503,1011.319,1011.432,551.9,2.98,1029,0,12.74,11.93,9.4,"NAN","213IN-SITU AT200 201000",59.65187,11.03966,14176.7,19331.22,11.43785,12.56529,1.008492,0.856386,70.52174,193.4025,79.63614,2.5088,0,1.051758,1.1956,194.4833,81,2.88,0.03,1.293167,1.76
"2026-05-02 16:15:00",169556,"NAN",0,0,15.62,39.51,39.51,0.6870284,2.407713,3.98007,1011.398,1011.679,210.9,1.139,407.5,0,12.73,11.92,9.41,"NAN","213IN-SITU AT200 201000",59.62721,11.03902,14171.3,19324.19,11.43332,12.56072,1.008489,0.855223,70.54367,104.1715,349.8697,3.9788,0.1176,1.612535,2.4304,131.1,339,4.15,0.3,1.730778,2.46
"2026-05-02 16:30:00",169557,"NAN",0,0,15.1,37.46,37.46,0.6401583,2.447424,3.913468,1011.562,1011.616,109.2,0.59,216.9,0,12.75,11.89,9.35,"NAN","213IN-SITU AT200 201000",59.65033,11.03873,14173.02,19326.68,11.4349,12.56234,1.008492,0.855295,70.5287,277.4401,348.3217,3.7828,0.098,1.854051,2.5872,294.8611,338,4.25,0.33,2.018944,2.82
"2026-05-02 16:45:00",169558,"NAN",0,0,14.9,39.78,39.78,0.6827496,2.366816,3.930185,1011.482,1011.592,145,0.783,270.1,0,12.76,11.89,9.33,"NAN","213IN-SITU AT200 201000",59.60556,11.03865,14170,19322.6,11.43228,12.55969,1.008491,0.855399,70.53204,223.3935,289.9749,3.724,0.8036,2.14718,1.0192,283.1222,295,3.98,0.62,2.339056,1.41
"2026-05-02 17:00:00",169559,"NAN",0,0,15.53,37.87,37.87,0.6673145,2.503848,4.030057,1011.402,1011.482,282.2,1.524,523.5,0,12.74,11.9,9.35,"NAN","213IN-SITU AT200 201000",59.47801,11.03828,14174.78,19329.3,11.43657,12.56405,1.008491,0.854008,70.53414,261.9846,11.92611,4.4296,0.9015999,2.101773,2.9008,296.2056,7,4.86,0.86,2.293389,3.52
"2026-05-02 17:15:00",169560,"NAN",0,0,15.36,41.14,41.14,0.7030554,2.303452,3.913538,1011.401,1011.524,165,0.891,324.5,0,12.72,11.9,9.36,"NAN","213IN-SITU AT200 201000",59.41262,11.03719,14177.53,19333.61,11.4393,12.56685,1.008488,0.852014,70.5586,182.8967,4.112439,3.7632,0.2352,1.972195,1.4504,238.9722,357,4.02,0.53,2.146222,2.27
"2026-05-02 17:30:00",169561,"NAN",0,0,14.68,40.46,40.46,0.6588896,2.220928,3.730272,1011.59,1011.534,77.9,0.421,164,0,12.73,11.9,9.34,"NAN","213IN-SITU AT200 201000",59.31035,11.03728,14169.98,19323.26,11.43266,12.56012,1.008489,0.851173,70.54629,277.8855,320.0847,4.1944,0,1.773255,1.5484,308.3389,310,4.49,0.13,1.9735,1.66
"2026-05-02 17:45:00",169562,"NAN",0,0,14.22,41.69,41.69,0.6731436,2.156111,3.697801,1011.632,1011.529,69.3,0.374,135.3,0,12.74,11.9,9.33,"NAN","213IN-SITU AT200 201000",59.2872,11.03737,14169.1,19322.01,11.43187,12.55931,1.00849,0.851197,70.54224,289.8599,290.5458,3.4496,0.196,1.410002,2.0384,301.5889,302,3.43,0.39,1.610611,2.55
"2026-05-02 18:00:00",169563,"NAN",0,0,14.09,42.92,42.92,0.6899927,2.101353,3.681428,1011.648,1011.63,49.55,0.268,98.4,0,12.75,11.91,9.35,"NAN","213IN-SITU AT200 201000",59.28724,11.03709,14172.77,19327.16,11.43516,12.56266,1.008489,0.849028,70.553,276.5561,6.968093,2.7244,0,1.207687,1.764,281.2333,1,3.27,0.21,1.412444,1.73
"2026-05-02 18:15:00",169564,"NAN",0,0,13.78,42.99,42.99,0.6700073,2.031705,3.563678,1011.814,1011.657,36.63,0.198,71.02,0,12.74,11.91,9.34,"NAN","213IN-SITU AT200 201000",59.17664,11.03636,14167.93,19320.93,11.43114,12.5586,1.008493,0.848831,70.52022,292.5546,296.6537,3.4496,0.0588,1.548618,1.4896,297.3111,299,3.78,0.41,1.730444,2.55
"2026-05-02 18:30:00",169565,"NAN",0,0,13.49,43.81,43.81,0.6692415,1.959866,3.487705,1011.814,1011.677,23.3,0.126,41.49,0,12.74,11.91,9.35,"NAN","213IN-SITU AT200 201000",59.11594,11.03627,14174.38,19329.77,11.4368,12.56435,1.008492,0.848408,70.5335,284.657,315.9614,2.1364,0,1.035642,1.0192,289.9055,309,2.47,0.1,1.254722,1.16
"2026-05-02 18:45:00",169566,"NAN",0,0,13.13,45.51,45.51,0.6845908,1.868297,3.42878,1012.153,1011.816,11.4,0.062,17.6,0,12.73,11.91,9.35,"NAN","213IN-SITU AT200 201000",59.05106,11.036,14167.91,19321.09,11.43123,12.55871,1.008491,0.848319,70.54113,306.6461,318.7752,2.2932,0,0.8919089,0.7056,301.1389,312,2.83,0.22,1.132333,1.12
"2026-05-02 19:00:00",169567,"NAN",0,0,12.92,46.74,46.74,0.6874752,1.780964,3.343735,1012.307,1011.982,2.423,0.013,3.486,0,12.72,11.92,9.35,"NAN","213IN-SITU AT200 201000",59.13157,11.0358,14167.83,19321.08,11.43121,12.5587,1.008489,0.846601,70.55097,301.1383,350.2229,2.6264,0,1.122862,1.8424,301.2278,343,3.04,0.27,1.327833,2.3
"2026-05-02 19:15:00",169568,"NAN",0,0,12.62,47.9,47.9,0.6920314,1.7068,3.275758,1012.554,1012.135,0.263,0.001,0.696,0,12.7,11.92,9.35,"NAN","213IN-SITU AT200 201000",59.02731,11.03535,14172.79,19328.07,11.43568,12.56324,1.008488,0.846997,70.56542,290.7081,303.8902,2.156,0,0.6822977,0.5488,298.0555,298,2.15,0.19,0.921111,0.94
"2026-05-02 19:30:00",169569,"NAN",0,0,12.34,50.01,50.01,0.7097777,1.603612,3.207852,1012.727,1012.309,0.001,0,0.02,0,12.68,11.91,9.35,"NAN","213IN-SITU AT200 201000",58.90592,11.03544,14170.98,19325.55,11.43407,12.56161,1.008489,0.84495,70.55321,298.5983,323.325,1.6464,0,0.6991755,0.9995999,297.6889,308,1.94,0.24,0.9269999,0.81
"2026-05-02 19:45:00",169570,"NAN",0,0,12.13,50.29,50.29,0.7122213,1.590894,3.200041,1013.001,1012.498,0,0,0.007,0,12.69,11.92,9.36,"NAN","213IN-SITU AT200 201000",58.85791,11.03506,14170.95,19325.7,11.43415,12.5617,1.00849,0.844498,70.54664,310.8528,338.0787,1.8816,0.2156,0.9698733,0.8036,308.35,342,1.96,0.39,1.153722,1.09
"2026-05-02 20:00:00",169571,"NAN",0,0,12.01,51.38,51.38,0.7100302,1.510497,3.106611,1013.35,1012.794,0,0,0.02,0,12.68,11.92,9.37,"NAN","213IN-SITU AT200 201000",58.82097,11.03407,14169.94,19324.82,11.43356,12.56113,1.008489,0.844261,70.55735,295.9085,316.7507,1.4896,0.196,0.7203,1.0388,295.6778,315,1.71,0.35,0.9161666,1.45
"2026-05-02 20:15:00",169572,"NAN",0,0,11.76,54.92,54.92,0.7455792,1.369652,3.038579,1013.37,1013.017,0,0,0.02,0,12.66,11.91,9.35,"NAN","213IN-SITU AT200 201000",58.77005,11.03462,14167.5,19321.21,11.43126,12.55879,1.008491,0.844755,70.54599,297.7508,293.9677,1.9012,0,0.7543821,0,303.3055,328,2.07,0.08,0.9426111,0.33
"2026-05-02 20:30:00",169573,"NAN",0,0,11.41,55.13,55.13,0.741649,1.348063,3.004337,1013.374,1013.028,0.001,0,0,0,12.65,11.92,9.36,"NAN","213IN-SITU AT200 201000",58.73262,11.03443,14168.78,19323.06,11.43244,12.55999,1.008491,0.842858,70.54653,300.3061,266.6005,1.0192,0,0.3863378,0.4508,298.2056,262,1.13,0.17,0.5918334,0.57
"2026-05-02 20:45:00",169574,"NAN",0,0,11.28,60.65,60.65,0.7976854,1.148352,2.918374,1013.292,1013.056,0,0,0,0,12.65,11.93,9.37,"NAN","213IN-SITU AT200 201000",58.83338,11.0338,14164.71,19317.83,11.42907,12.55659,1.008493,0.842335,70.53063,271.8613,310.4979,1.1172,0,0.4272799,0.4704,268.0278,303,1.29,0.15,0.5970555,0.66
"2026-05-02 21:00:00",169575,"NAN",0,0,10.92,56.75,56.75,0.7354428,1.238016,2.862361,1013.292,1013.055,0,0,0,0,12.64,11.92,9.37,"NAN","213IN-SITU AT200 201000",58.67931,11.03342,14173.47,19329.96,11.43684,12.56447,1.008492,0.842148,70.53826,308.7149,341.037,1.6464,0,0.6429889,1.1172,308.6555,343,2.29,0.16,0.8201111,1.34
"2026-05-02 21:15:00",169576,"NAN",0,0,10.86,56.43,56.43,0.7322102,1.249329,2.867209,1013.314,1013.104,0,0,0.013,0,12.62,11.92,9.36,"NAN","213IN-SITU AT200 201000",58.72304,11.03278,14164.66,19318.27,11.42932,12.55688,1.008494,0.841021,70.5234,303.6677,5.29981,1.9992,0,0.9825044,0.5488,313.1111,350,2.18,0.13,1.118333,0.64
"2026-05-02 21:30:00",169577,"NAN",0,0,10.86,53.7,53.7,0.6999536,1.335435,2.884279,1013.552,1013.094,0,0,0,0,12.61,11.92,9.36,"NAN","213IN-SITU AT200 201000",58.60737,11.03278,14167.65,19322.35,11.43194,12.55953,1.00849,0.84134,70.55613,294.1728,318.7587,2.0972,0.0196,0.9342666,0.2744,296.55,353,2.32,0.25,1.058889,0.5
"2026-05-02 21:45:00",169578,"NAN",0,0,10.89,54.59,54.59,0.7036642,1.290547,2.841926,1013.501,1013.297,0,0,0.013,0,12.59,11.93,9.36,"NAN","213IN-SITU AT200 201000",58.58309,11.03297,14175.26,19332.63,11.43853,12.56621,1.008493,0.840107,70.53208,307.7503,331.0963,2.8812,0.1764,1.249718,1.568,302.3722,310,3.21,0.34,1.379,1.27
"2026-05-02 22:00:00",169579,"NAN",0,0,10.74,56.43,56.43,0.7256775,1.234396,2.833038,1013.655,1013.363,0.001,0,0.026,0,12.58,11.93,9.36,"NAN","213IN-SITU AT200 201000",58.53051,11.03252,14164.63,19318.36,11.42937,12.55694,1.008487,0.8399,70.57777,296.4792,320.7318,3.1948,0.0588,1.385175,1.3328,308.2278,319,3.57,0.33,1.470667,1.02
"2026-05-02 22:15:00",169580,"NAN",0,0,10.55,56.3,56.3,0.7110324,1.20824,2.764535,1013.68,1013.374,0,0,0,0,12.57,11.93,9.36,"NAN","213IN-SITU AT200 201000",58.50409,11.03223,14167.85,19322.9,11.43227,12.55988,1.008487,0.840637,70.57791,283.8081,288.4868,2.9204,0.3724,1.325831,0.588,301.7389,277,3.13,0.56,1.418889,0.64
"2026-05-02 22:30:00",169581,"NAN",0,0,10.1,55.07,55.07,0.6799518,1.203363,2.678281,1013.696,1013.445,0,0,0,0,12.57,11.93,9.36,"NAN","213IN-SITU AT200 201000",58.57449,11.03261,14171.92,19328.25,11.43571,12.56336,1.00849,0.839185,70.55743,301.1848,298.8786,3.0968,0,0.9996,2.2344,301.4167,285,3.23,0.23,1.094333,1.27
"2026-05-02 22:45:00",169582,"NAN",0,0,9.98,57.52,57.52,0.7006428,1.115566,2.626402,1013.787,1013.529,0,0,0.013,0,12.55,11.94,9.36,"NAN","213IN-SITU AT200 201000",58.45248,11.03168,14166.31,19321.08,11.43108,12.5587,1.00849,0.838624,70.55949,279.3339,329.646,3.1556,0.6076,1.5533,1.176,294.5222,325,3.05,0.56,1.641555,1.42
"2026-05-02 23:00:00",169583,"NAN",0,0,9.7,58.07,58.07,0.691288,1.064759,2.539404,1013.952,1013.598,0.002,0,0.013,0,12.53,11.93,9.35,"NAN","213IN-SITU AT200 201000",58.42464,11.03214,14168.94,19324.43,11.43325,12.56088,1.008491,0.837631,70.54826,275.9918,292.3741,2.156,0.098,0.9201111,1.0584,289.9611,300,2.34,0.27,1.053167,1.3
"2026-05-02 23:15:00",169584,"NAN",0,0,9.32,61.55,61.55,0.7127708,0.9361814,2.434652,1013.953,1013.67,0.002,0,0,0,12.52,11.94,9.36,"NAN","213IN-SITU AT200 201000",58.4579,11.03168,14170.1,19326.25,11.4344,12.56206,1.008491,0.837631,70.55275,286.1973,302.9752,3.3516,0,1.31712,2.0384,302.8667,297,3.97,0.24,1.435333,1.67
"2026-05-02 23:30:00",169585,"NAN",0,0,9.01,62.37,62.37,0.7058038,0.8833084,2.347087,1013.953,1013.713,0.002,0,0.059,0,12.5,11.94,9.36,"NAN","213IN-SITU AT200 201000",58.3389,11.03133,14170.54,19327.02,11.43488,12.56256,1.00849,0.837068,70.55588,291.7027,300.1434,2.254,0,1.021051,0.7252,286.8055,285,2.62,0.31,1.119944,0.72
"2026-05-02 23:45:00",169586,"NAN",0,0,8.71,62.91,62.91,0.6957247,0.8379398,2.259279,1013.789,1013.629,0.003,0,0.02,0,12.48,11.94,9.35,"NAN","213IN-SITU AT200 201000",58.31088,11.0315,14170.75,19327.23,11.43502,12.5627,1.008487,0.837811,70.57874,300.1183,273.1327,1.9404,0,0.8694777,1.372,294.6056,265,2.27,0.09,1.026778,1.72
"2026-05-03 00:00:00",169587,"NAN",0,0,8.5,63.59,63.59,0.6967865,0.8097245,2.224088,1013.625,1013.53,0.002,0,0.039,0,12.47,11.95,9.36,"NAN","213IN-SITU AT200 201000",58.3793,11.0315,14169.85,19325.99,11.43423,12.56189,1.008491,0.837626,70.55078,293.8213,276.9084,2.2344,0.0588,0.8934333,0.588,291.3055,275,2.44,0.3,1.055278,0.62
"2026-05-03 00:15:00",169588,"NAN",0,0,8.07,65.43,65.43,0.6972837,0.7322091,2.118279,1013.789,1013.513,0.003,0,0.013,0,12.44,11.94,9.35,"NAN","213IN-SITU AT200 201000",58.28203,11.03187,14170.43,19326.6,11.43463,12.56229,1.008487,0.835358,70.5816,282.2773,268.8246,1.3132,0,0.4083333,0.6272,278.3389,255,1.39,0.07,0.6413333,0.66
"2026-05-03 00:30:00",169589,"NAN",0,0,7.798,66.25,66.25,0.6929924,0.6910067,2.047543,1013.789,1013.549,0.002,0,0.013,0,12.42,11.94,9.36,"NAN","213IN-SITU AT200 201000",58.2499,11.03123,14164.94,19319.43,11.43001,12.55763,1.008488,0.835538,70.57433,272.212,219.4501,1.8424,0,0.4812889,0,267.4389,206,2.04,0.13,0.7078889,0.31
"2026-05-03 00:45:00",169590,"NAN",0,0,7.437,68.37,68.37,0.6954363,0.6141285,1.941411,1013.718,1013.545,0.014,0,0.072,0,12.4,11.94,9.36,"NAN","213IN-SITU AT200 201000",58.29903,11.03104,14167.81,19323.44,11.43258,12.56023,1.008487,0.834557,70.57874,263.8704,194.3798,1.4112,0,0.3023844,0,259.8055,242,1.5,0.08,0.5378333,0.18
"2026-05-03 01:00:00",169591,"NAN",0,0,6.925,71.23,71.23,0.6978842,0.5175214,1.798772,1013.545,1013.435,0.017,0,0.059,0,12.37,11.94,9.35,"NAN","213IN-SITU AT200 201000",58.17573,11.03104,14165.57,19320.39,11.43062,12.55825,1.008489,0.834718,70.56477,263.4916,327.2281,0.8624,0,0.13034,0.1764,252.8944,341,1.25,0.08,0.3694444,0.3
"2026-05-03 01:15:00",169592,"NAN",0,0,6.489,74.02,74.02,0.7117778,0.4486819,1.727328,1013.546,1013.389,0.014,0,0.046,0,12.35,11.94,9.35,"NAN","213IN-SITU AT200 201000",58.16167,11.03069,14175.51,19334.13,11.43942,12.56718,1.00849,0.83433,70.55836,285.5218,339.3299,1.3328,0,0.1569089,0.6076,262.5889,328,1.6,0.05,0.3862222,0.49
"2026-05-03 01:30:00",169593,"NAN",0,0,6.438,71.37,71.37,0.6993902,0.5151968,1.799477,1013.493,1013.451,0.006,0,0.072,0,12.32,11.94,9.35,"NAN","213IN-SITU AT200 201000",58.14997,11.03069,14170.12,19326.77,11.4347,12.5624,1.008489,0.834224,70.56327,305.0612,221.3032,2.1364,0,0.9459177,0.4116,304.9722,230,2.55,0.14,1.060889,0.31
"2026-05-03 01:45:00",169594,"NAN",0,0,6.208,72.48,72.48,0.6834136,0.4547903,1.652721,1013.69,1013.566,0.007,0,0.039,0,12.29,11.94,9.36,"NAN","213IN-SITU AT200 201000",58.115,11.03114,14166.08,19321.03,11.43104,12.55867,1.008489,0.833638,70.56679,268.4391,292.7986,2.2344,0,0.3464844,1.2544,259.9445,283,2.73,0.02,0.5736666,1.29
"2026-05-03 02:00:00",169595,"NAN",0,0,6.044,73.29,73.29,0.6839498,0.4309626,1.61352,1013.821,1013.73,0.017,0,0.072,0,12.27,11.94,9.36,"NAN","213IN-SITU AT200 201000",58.1261,11.03077,14172.61,19330.12,11.43685,12.56458,1.00849,0.832979,70.56325,293.9778,315.97,1.764,0,0.5315955,1.4504,292.2056,299,2.01,0.03,0.7056667,1.24
"2026-05-03 02:15:00",169596,"NAN",0,0,6.062,73.55,73.55,0.6839266,0.4232851,1.600119,1013.988,1013.846,0.023,0,0.033,0,12.24,11.94,9.37,"NAN","213IN-SITU AT200 201000",58.05485,11.03059,14172.31,19329.81,11.43664,12.56437,1.008489,0.832822,70.56256,288.1295,4.091267,1.568,0,0.5568577,0.4508,285.9833,359,1.91,0.04,0.7283333,0.76
"2026-05-03 02:30:00",169597,"NAN",0,0,5.86,73.48,73.48,0.6771153,0.4150248,1.565238,1014.278,1014.131,0.011,0,0.059,0,12.22,11.95,9.37,"NAN","213IN-SITU AT200 201000",58.12866,11.03077,14170.74,19327.57,11.43522,12.56292,1.00849,0.832645,70.55851,274.5722,332.1479,1.666,0,0.5038289,1.274,277.7056,319,2.08,0.08,0.7101111,1.08
"2026-05-03 02:45:00",169598,"NAN",0,0,5.83,71.78,71.78,0.6677426,0.4519023,1.601436,1014.535,1014.28,0.009,0,0.033,0,12.19,11.95,9.37,"NAN","213IN-SITU AT200 201000",58.02451,11.03104,14172.44,19329.76,11.43663,12.56435,1.008489,0.832405,70.56741,289.7385,313.1734,2.6264,0,0.8189533,1.1172,294.5667,308,2.95,0.05,0.9987777,1.68
"2026-05-03 03:00:00",169599,"NAN",0,0,5.94,72,72,0.6674469,0.4445892,1.588009,1014.455,1014.438,0.002,0,0.053,0,12.15,11.95,9.38,"NAN","213IN-SITU AT200 201000",58.11472,11.03042,14166.71,19322.26,11.4318,12.55947,1.008489,0.831973,70.5639,300.2365,339.1533,2.9204,0.0196,1.122971,1.2348,293.2944,343,3.49,0.41,1.303278,1.68
"2026-05-03 03:15:00",169600,"NAN",0,0,5.872,73.23,73.23,0.6675709,0.4081562,1.524557,1014.597,1014.502,0.01,0,0.105,0,12.12,11.95,9.37,"NAN","213IN-SITU AT200 201000",57.94579,11.0305,14167.18,19322.86,11.43219,12.55986,1.008492,0.832381,70.54218,297.3806,313.6455,2.3716,0,0.9887111,1.1368,306.2056,309,2.76,0.24,1.164722,0.78
"2026-05-03 03:30:00",169601,"NAN",0,0,5.667,72.87,72.87,0.6651616,0.4148888,1.529355,1014.691,1014.544,0.016,0,0.131,0,12.09,11.94,9.37,"NAN","213IN-SITU AT200 201000",57.95414,11.03042,14168.98,19325.35,11.43378,12.56148,1.008488,0.831114,70.5744,299.9226,354.2793,2.2344,0,0.8578266,0.1764,295.4722,323,2.38,0.24,1.023444,0.99
"2026-05-03 03:45:00",169602,"NAN",0,0,5.588,73.78,73.78,0.6678718,0.3928167,1.497914,1014.776,1014.65,0.01,0,0.079,0,12.06,11.94,9.38,"NAN","213IN-SITU AT200 201000",58.05154,11.03095,14168.33,19324.2,11.43306,12.56073,1.00849,0.832573,70.56323,276.0097,314.4541,2.2344,0.0196,0.9539755,1.274,295.4055,304,2.55,0.12,1.128,1.9
"2026-05-03 04:00:00",169603,"NAN",0,0,5.526,73.76,73.76,0.6669552,0.3919106,1.49353,1014.863,1014.722,0.008,0,0.059,0,12.03,11.94,9.37,"NAN","213IN-SITU AT200 201000",57.94569,11.03069,14169.75,19326.26,11.43438,12.56207,1.008493,0.830923,70.53904,287.8332,294.0471,3.332,0,1.145075,1.2544,293.5945,289,3.71,0.16,1.335222,1.31
"2026-05-03 04:15:00",169604,"NAN",0,0,5.503,74.93,74.93,0.668783,0.3618854,1.443784,1014.939,1014.756,0.008,0,0.059,0,11.99,11.94,9.38,"NAN","213IN-SITU AT200 201000",57.97996,11.03114,14166.39,19321.46,11.43131,12.55895,1.008485,0.831804,70.60127,295.4815,276.9745,2.5284,0,0.8744866,0,283.9,354,3.06,0.07,1.085278,0.18
"2026-05-03 04:30:00",169605,"NAN",0,0,5.264,74.03,74.03,0.6568446,0.3690973,1.421366,1015.027,1014.849,0.048,0,0.276,0,11.96,11.93,9.38,"NAN","213IN-SITU AT200 201000",57.86659,11.03032,14165.4,19320.52,11.43068,12.55834,1.008487,0.830223,70.58468,282.3566,344.915,2.2344,0,0.7136577,0.9604,287.8222,335,2.77,0.04,0.9637222,0.99
"2026-05-03 04:45:00",169606,"NAN",0,0,5.216,74.19,74.19,0.6558723,0.3634233,1.407843,1014.946,1015.031,0.544,0.003,1.261,0,11.93,11.94,9.38,"NAN","213IN-SITU AT200 201000",57.88265,11.03095,14163.07,19317.02,11.42846,12.55606,1.008488,0.831171,70.57479,303.15,276.9543,2.6852,0,1.096076,0.5292,298.5945,277,2.72,0.18,1.281611,0.93
"2026-05-03 05:00:00",169607,"NAN",0,0,5.216,73.69,73.69,0.6506993,0.3691736,1.403199,1015.432,1015.22,3.577,0.019,7.738,0,11.89,11.94,9.38,"NAN","213IN-SITU AT200 201000",57.87302,11.03095,14169,19325.1,11.43364,12.56132,1.008491,0.830533,70.55482,274.9761,321.6694,2.9596,0,1.198322,1.0388,290.2222,316,3.54,0.05,1.420889,0.71
"2026-05-03 05:15:00",169608,"NAN",0,0,5.141,72.19,72.19,0.6435547,0.4002929,1.439427,1015.682,1015.519,14.88,0.08,28.45,0,11.86,11.93,9.38,"NAN","213IN-SITU AT200 201000",57.91309,11.03123,14168.99,19324.96,11.43355,12.56122,1.008489,0.829509,70.56588,303.8941,303.9012,3.038,0,1.18678,1.8228,301.7833,299,3.82,0.28,1.457389,1.66
"2026-05-03 05:30:00",169609,"NAN",0,0,5.448,70.98,70.98,0.6455478,0.4398747,1.515657,1015.992,1015.752,45.86,0.248,78,0,11.82,11.94,9.39,"NAN","213IN-SITU AT200 201000",57.81007,11.03114,14164.86,19319.38,11.42997,12.55759,1.008488,0.82965,70.57246,302.3238,308.5397,3.724,0.1176,1.490253,1.7444,305.6333,304,4.18,0.37,1.702611,2.71
