"TOA5","GCREW_MET","CR1000","85321","CR1000.Std.31.03","CPU:GCREW_METv5.CR1","24578","GCREW_MET_15min"
"TIMESTAMP","RECORD","Statname","Rain_in_Tot","Rain_cm_Tot","AirTC_Avg","RH","CleanRH","VP","VPD","SVP","Barometric_Pressure_PB110B","Barometric_Pressure_PB110B_Avg","SlrW_Avg","SlrMJ_Tot","PAR_Den_C_Avg","PAR_Tot_C_Tot","Temp10cm_Avg","Temp25cm_Avg","Temp90cm_Avg","Above75cm_plate_Avg","Aquatroll_ID(2)","Depth","Temperature","Actual_Conductivity","Specific_Conductivity","Salinity","TDS","Water_Density","Pressure","Resistivity","WindDir_RM_Avg","WindDir_RM","WS_ms_RM_Max","WS_ms_RM_Min","WS_ms_RM_Avg","WS_ms_RM","WindDir_WS_Avg","WindDir_WS","WS_ms_WS_Max","WS_ms_WS_Min","WS_ms_WS_Avg","WS_ms_WS"
"TS","RN","","inch","cm","°C","%","%","kPa","Pa","Pa","mbar","mbar","W/m²","MJ/m²","micromols/s/m^2","mmol/m^2second","C","C","C","C","","cm","C","uS/cm","uS/cm","PSU","ppt","g/cm3","PSI","ohm-cm","degrees","degrees","m/s","m/s","m/s","m/s","degrees","degrees","m/s","m/s","m/s","m/s"
"","","Smp","Tot","Tot","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Tot","Avg","Tot","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Smp","Max","Min","Avg","Smp","Avg","Smp","Max","Min","Avg","Smp"
"2026-05-03 05:45:00",169610,"NAN",0,0,5.768,69.13,69.13,0.641889,0.4923387,1.594645,1015.992,1015.852,31.06,0.168,111.8,0,11.8,11.95,9.39,"NAN","213IN-SITU AT200 201000",57.826,11.03095,14167.4,19322.92,11.43224,12.5599,1.008487,0.829597,70.57886,297.2399,255.0177,4.0768,0.0392,1.681135,1.7836,298.7278,255,4.63,0.36,1.862778,2.2
"2026-05-03 06:00:00",169611,"NAN",0,0,6.135,67.74,67.74,0.6505926,0.5559346,1.723104,1016.42,1016.091,33.02,0.178,99.2,0,11.76,11.94,9.39,"NAN","213IN-SITU AT200 201000",57.76204,11.03141,14172.11,19329.12,11.43623,12.56393,1.008486,0.828949,70.58966,280.8287,353.4475,4.3316,0,1.74832,0.9211999,296.25,355,5.13,0.47,1.913278,1.15
"2026-05-03 06:15:00",169612,"NAN",0,0,6.551,67.87,67.87,0.6736134,0.5936734,1.847805,1016.573,1016.233,149.7,0.809,312.4,0,11.72,11.94,9.39,"NAN","213IN-SITU AT200 201000",57.86483,11.03104,14168.51,19324.4,11.43319,12.56086,1.00849,0.828367,70.56171,256.1831,347.1717,3.6652,0,1.439184,1.9992,274.6889,340,4.21,0.19,1.626444,1.97
"2026-05-03 06:30:00",169613,"NAN",0,0,6.974,64.55,64.55,0.6565409,0.6881878,1.941155,1016.653,1016.338,209.8,1.133,416.4,0,11.66,11.92,9.39,"NAN","213IN-SITU AT200 201000",57.81562,11.03123,14170.25,19326.66,11.43465,12.56233,1.008488,0.829229,70.57433,279.0919,303.0481,5.2724,0.0196,2.203693,3.528,290.3278,296,5.77,0.32,2.360222,3.27
"2026-05-03 06:45:00",169614,"NAN",0,0,7.452,59.84,59.84,0.6288784,0.829337,2.065247,1016.734,1016.478,256.6,1.386,513.1,0,11.62,11.92,9.4,"NAN","213IN-SITU AT200 201000",58.01116,11.03141,14171.62,19328.46,11.4358,12.5635,1.008486,0.828499,70.58612,267.2392,348.3079,4.9784,0,2.428222,4.9784,291.0333,335,5.36,0.25,2.590055,4.21
"2026-05-03 07:00:00",169615,"NAN",0,0,7.812,57.66,57.66,0.6172758,0.9042578,2.135732,1016.807,1016.645,303.8,1.64,608.2,0,11.6,11.93,9.43,"NAN","213IN-SITU AT200 201000",57.86678,11.03133,14161.05,19314.08,11.42658,12.55415,1.008489,0.828051,70.56748,285.1277,334.0465,5.7428,0.0784,2.713075,5.0568,306.7667,323,6.67,0.39,2.900388,6.66
"2026-05-03 07:15:00",169616,"NAN",0,0,8.09,58.06,58.06,0.6359237,0.9320356,2.222466,1016.994,1016.697,350,1.89,701.3,0,11.57,11.92,9.42,"NAN","213IN-SITU AT200 201000",57.82609,11.03242,14165.86,19320.09,11.43048,12.55806,1.008488,0.829774,70.5746,276.5448,334.4684,7.6832,0.7644,3.407242,3.7632,298.9278,325,8,1.17,3.5765,6.62
"2026-05-03 07:30:00",169617,"NAN",0,0,8.58,55.1,55.1,0.614623,1.029377,2.292384,1017.304,1016.838,396.4,2.14,792.4,0,11.55,11.92,9.42,"NAN","213IN-SITU AT200 201000",57.80242,11.03197,14165.19,19319.4,11.43002,12.55761,1.008487,0.828439,70.57641,278.6815,352.6793,6.3504,0.6076,2.815975,3.3712,313.7611,326,6.89,0.25,2.922333,2.15
"2026-05-03 07:45:00",169618,"NAN",0,0,8.69,52.81,52.81,0.5971258,1.106139,2.343879,1017.256,1016.925,443.6,2.396,887,0,11.52,11.92,9.41,"NAN","213IN-SITU AT200 201000",57.71404,11.03233,14170.28,19326.16,11.43436,12.562,1.008491,0.830269,70.54893,255.9827,14.08264,8.1928,1.8032,3.837135,3.1948,282.2111,7,8.9,1.32,3.911778,3.51
"2026-05-03 08:00:00",169619,"NAN",0,0,9.15,50.15,50.15,0.5936006,1.255315,2.517988,1017.144,1016.954,489.1,2.641,975,0,11.5,11.92,9.42,"NAN","213IN-SITU AT200 201000",57.85648,11.03214,14169.59,19325.32,11.43381,12.56145,1.008485,0.828623,70.59165,194.9332,329.132,5.1352,0.9211999,3.137742,3.2144,276.4333,314,5.97,0.45,3.194611,3.99
"2026-05-03 08:15:00",169620,"NAN",0,0,9.3,49.6,49.6,0.5818209,1.251536,2.483286,1017.234,1016.911,537.7,2.904,1068,0,11.46,11.91,9.41,"NAN","213IN-SITU AT200 201000",57.69332,11.03242,14167.42,19322.22,11.43184,12.55945,1.008489,0.828619,70.56383,271.3765,14.05782,7.154,1.5092,3.78476,3.4104,307.7889,359,8.07,1.44,3.884444,3.5
"2026-05-03 08:30:00",169621,"NAN",0,0,9.65,51.03,51.03,0.6152253,1.267057,2.587492,1017.219,1016.944,511,2.759,1023,0,11.44,11.91,9.41,"NAN","213IN-SITU AT200 201000",57.7508,11.03242,14168.28,19323.4,11.43259,12.56021,1.008487,0.828544,70.57505,243.8996,340.1848,6.37,0.2548,3.512755,1.9992,288.0778,340,7.21,0.44,3.608111,2
"2026-05-03 08:45:00",169622,"NAN",0,0,10.01,44.35,44.35,0.5647691,1.555647,2.795511,1017.216,1016.919,593.9,3.207,1175,0,11.4,11.9,9.41,"NAN","213IN-SITU AT200 201000",57.58688,11.03316,14165.04,19318.59,11.42954,12.55709,1.008486,0.830347,70.58678,247.1966,340.1344,6.272,0.7252,3.601609,3.5476,291.6945,325,6.71,0.37,3.66,3.88
"2026-05-03 09:00:00",169623,"NAN",0,0,10.26,43.6,43.6,0.5577475,1.586339,2.812767,1017.051,1016.903,668.8,3.611,1314,0,11.36,11.89,9.42,"NAN","213IN-SITU AT200 201000",57.67039,11.03307,14166.5,19320.64,11.43085,12.55842,1.008488,0.830923,70.57344,208.9018,343.6905,7.0756,1.176,3.779642,5.8604,259.9333,338,7.26,0.95,3.818166,4.91
"2026-05-03 09:15:00",169624,"NAN",0,0,10.62,41.76,41.76,0.5127427,1.547308,2.656862,1017.049,1016.871,570.7,3.082,1134,0,11.34,11.89,9.43,"NAN","213IN-SITU AT200 201000",57.61557,11.03316,14167.64,19322.15,11.43182,12.5594,1.008486,0.829061,70.5811,270.3847,329.2448,6.7032,0.588,3.473337,2.1952,305.4833,316,7.24,1.11,3.569444,4.36
"2026-05-03 09:30:00",169625,"NAN",0,0,10.64,40.16,40.16,0.5375411,1.78625,2.985065,1016.971,1016.838,698.8,3.774,1369,0,11.31,11.88,9.42,"NAN","213IN-SITU AT200 201000",57.63594,11.03325,14163.7,19316.73,11.42835,12.55588,1.008486,0.825959,70.58006,250.384,268.8317,6.6444,0.0392,2.676598,1.8228,258.2611,267,8.34,0.2,2.779833,2.08
"2026-05-03 09:45:00",169626,"NAN",0,0,11.46,38.08,38.08,0.5236923,1.911982,3.087901,1016.886,1016.722,716.9,3.871,1404,0,11.27,11.88,9.44,"NAN","213IN-SITU AT200 201000",57.51083,11.03342,14167.14,19321.33,11.4313,12.55886,1.008488,0.825579,70.57149,234.6538,230.4085,8.7024,0.9995999,3.164964,3.2536,274.5333,229,8.92,0.55,3.253,1.97
"2026-05-03 10:00:00",169627,"NAN",0,0,11.58,36.92,36.92,0.5135037,1.974737,3.130669,1016.886,1016.709,759,4.099,1486,0,11.24,11.87,9.43,"NAN","213IN-SITU AT200 201000",57.55856,11.03352,14167.99,19322.44,11.43201,12.55958,1.008486,0.826144,70.57778,270.2783,310.179,7.467599,0.9015999,3.277229,3.234,294.8556,300,7.07,0.94,3.308833,3.24
"2026-05-03 10:15:00",169628,"NAN",0,0,11.99,35.46,35.46,0.5076064,2.09182,3.240897,1016.857,1016.709,815,4.399,1586,0,11.22,11.87,9.45,"NAN","213IN-SITU AT200 201000",57.49021,11.03416,14166.78,19320.47,11.43077,12.55831,1.008486,0.823657,70.58466,249.4875,326.6619,5.3704,0.0784,2.477004,3.9788,281.7167,311,6.14,0.58,2.5805,3.14
"2026-05-03 10:30:00",169629,"NAN",0,0,12.25,33.68,33.68,0.4756432,2.114787,3.188823,1016.821,1016.747,837,4.519,1626,0,11.17,11.84,9.43,"NAN","213IN-SITU AT200 201000",57.61295,11.03407,14166.1,19319.59,11.43021,12.55773,1.008486,0.825062,70.57955,240.8962,335.9529,8.741599,0.3332,3.39668,3.0772,302.4,332,9.27,0.4,3.521611,2.71
"2026-05-03 10:45:00",169630,"NAN",0,0,12.41,33.78,33.78,0.4781096,2.117002,3.197052,1016.645,1016.632,854,4.613,1656,0,11.15,11.83,9.42,"NAN","213IN-SITU AT200 201000",57.37253,11.03471,14163.63,19315.9,11.42786,12.55534,1.008487,0.824482,70.57122,233.0085,299.9,8.1144,0.3724,3.488146,2.3716,277.5722,297,9.16,0.46,3.478389,1.95
"2026-05-03 11:00:00",169631,"NAN",0,0,12.59,35.21,35.21,0.5412454,2.274573,3.510852,1016.472,1016.456,871,4.704,1687,0,11.13,11.82,9.42,"NAN","213IN-SITU AT200 201000",57.34875,11.03425,14166.52,19320.07,11.43052,12.55805,1.008487,0.824171,70.57763,232.3696,281.6787,7.2128,0.2744,3.445789,1.862,272.1278,261,7.13,0.53,3.446278,0.69
"2026-05-03 11:15:00",169632,"NAN",0,0,13.31,36.51,36.51,0.5549341,2.202268,3.468558,1016.307,1016.337,885,4.781,1710,0,11.1,11.82,9.44,"NAN","213IN-SITU AT200 201000",57.43225,11.03452,14162.97,19315.09,11.42734,12.55481,1.008485,0.823577,70.58502,220.2646,306.8847,6.2132,0.5488,2.997929,1.3524,253.8778,307,6.87,0.29,3.096833,2.22
"2026-05-03 11:30:00",169633,"NAN",0,0,13.82,34.33,34.33,0.5394601,2.361033,3.59514,1016.143,1016.269,905,4.888,1742,0,11.09,11.83,9.46,"NAN","213IN-SITU AT200 201000",57.33787,11.03497,14167.89,19321.57,11.43151,12.55902,1.008486,0.826209,70.58065,225.1404,309.4004,7.0952,0.0392,2.478093,1.0388,271.4222,318,6.73,0.61,2.610555,1.33
"2026-05-03 11:45:00",169634,"NAN",0,0,13.89,34.46,34.46,0.5356297,2.328517,3.553001,1016.307,1016.26,902,4.869,1736,0,11.06,11.8,9.45,"NAN","213IN-SITU AT200 201000",57.32378,11.03452,14160.47,19311.67,11.42515,12.55259,1.008484,0.822146,70.59149,251.7373,235.0137,6.487599,0.0196,2.875102,0.2352,278.5555,117,6.93,0.21,2.972389,0.93
"2026-05-03 12:00:00",169635,"NAN",0,0,13.85,34.74,34.74,0.555639,2.390258,3.662442,1016.143,1016.177,810,4.376,1571,0,11.04,11.75,9.39,"NAN","213IN-SITU AT200 201000",57.4212,11.03497,14163.71,19315.87,11.42785,12.55531,1.008487,0.822312,70.57227,207.2922,351.1296,7.467599,0.0588,2.994553,2.8028,258.0778,338,8.06,0.03,3.133222,3.15
"2026-05-03 12:15:00",169636,"NAN",0,0,14.08,36.78,36.78,0.5935642,2.336627,3.696039,1015.98,1016.043,893,4.821,1719,0,11.01,11.72,9.36,"NAN","213IN-SITU AT200 201000",57.26788,11.03497,14160.84,19311.96,11.42534,12.55277,1.008486,0.822,70.57965,230.6951,310.102,7.35,0.196,2.700227,1.8816,256.4333,302,7.96,0.27,2.847111,1.67
"2026-05-03 12:30:00",169637,"NAN",0,0,14.29,34.46,34.46,0.5825713,2.537646,3.872154,1015.992,1015.982,918,4.959,1756,0,10.98,11.71,9.38,"NAN","213IN-SITU AT200 201000",57.25011,11.03452,14164.94,19317.77,11.42906,12.55655,1.008488,0.821235,70.56701,223.2986,31.23109,5.1156,0.0588,2.058109,0.686,243.6056,9,6.7,0.21,2.2635,1.44
"2026-05-03 12:45:00",169638,"NAN",0,0,14.59,32.76,32.76,0.5526696,2.598344,3.864401,1015.852,1015.9,895,4.831,1714,0,10.97,11.72,9.41,"NAN","213IN-SITU AT200 201000",57.20946,11.03535,14159.5,19309.94,11.42406,12.55146,1.008487,0.822312,70.57298,254.6638,261.448,7.2912,0.2156,3.049869,0.588,290.7,247,7.81,0.04,3.255277,0.69
"2026-05-03 13:00:00",169639,"NAN",0,0,14.67,34.19,34.19,0.5618334,2.477165,3.76434,1015.863,1015.797,874,4.718,1676,0,10.95,11.7,9.41,"NAN","213IN-SITU AT200 201000",57.26166,11.03462,14165.37,19318.31,11.42941,12.5569,1.008489,0.821054,70.55913,241.0599,332.5087,7.9576,0.6468,3.079378,2.3716,267.4667,352,8.19,0.81,3.254833,3.48
"2026-05-03 13:15:00",169640,"NAN",0,0,14.59,32.42,32.42,0.539772,2.57769,3.814369,1015.856,1015.842,884,4.776,1692,0,10.94,11.69,9.41,"NAN","213IN-SITU AT200 201000",57.23569,11.03517,14161.26,19312.43,11.42566,12.55308,1.008485,0.821109,70.58709,260.988,306.8113,7.938,0.1176,3.258609,4.018,283.4222,306,8.17,0.43,3.405167,3.64
"2026-05-03 13:30:00",169641,"NAN",0,0,15.12,36.92,36.92,0.6449928,2.521697,3.997528,1015.599,1015.747,833,4.5,1597,0,10.93,11.69,9.42,"NAN","213IN-SITU AT200 201000",57.16958,11.0348,14157.82,19307.93,11.42275,12.55015,1.008484,0.820464,70.59075,225.904,351.9958,5.488,0.0392,2.140755,3.528,253.9389,347,6.84,0.3,2.3415,4.04
"2026-05-03 13:45:00",169642,"NAN",0,0,15.23,34.19,34.19,0.5895404,2.597722,3.947443,1015.675,1015.621,815,4.399,1566,0,10.92,11.68,9.42,"NAN","213IN-SITU AT200 201000",57.23569,11.03526,14161.12,19312.2,11.42551,12.55293,1.008484,0.821785,70.59682,261.2666,327.8965,7.369599,1.176,3.444373,2.0972,300.3222,326,7.92,0.63,3.572278,4.03
"2026-05-03 14:00:00",169643,"NAN",0,0,15.3,30.65,30.65,0.5424297,2.806558,4.046821,1015.333,1015.453,785.1,4.24,1510,0,10.94,11.68,9.43,"NAN","213IN-SITU AT200 201000",57.20928,11.0348,14163.76,19316.03,11.42795,12.55542,1.008485,0.820743,70.5847,238.8864,328.3951,7.0364,0.2744,2.780804,3.9396,266.6611,318,8.58,0.21,2.921778,4.26
"2026-05-03 14:15:00",169644,"NAN",0,0,15.16,33.37,33.37,0.5778598,2.64078,3.963539,1015,1015.318,691.9,3.736,1341,0,10.97,11.7,9.46,"NAN","213IN-SITU AT200 201000",57.10843,11.03517,14160.21,19311,11.42473,12.55215,1.008484,0.819161,70.59128,241.3513,1.185352,7.8008,0.0196,2.848207,2.2344,284.3611,349,7.86,0.35,2.957666,3.84
"2026-05-03 14:30:00",169645,"NAN",0,0,15.55,33.1,33.1,0.6092429,2.806872,4.195656,1014.999,1015.113,724.9,3.914,1398,0,10.98,11.69,9.45,"NAN","213IN-SITU AT200 201000",57.09293,11.03471,14165.5,19318.44,11.42949,12.55699,1.00848,0.819649,70.62223,224.0443,16.88519,6.7816,0.0392,3.190117,1.7052,280.55,4,7.52,0.43,3.283278,2.41
"2026-05-03 14:45:00",169646,"NAN",0,0,15.99,33.51,33.51,0.603487,2.734722,4.112944,1014.835,1014.997,590.8,3.191,1155,0,10.99,11.68,9.45,"NAN","213IN-SITU AT200 201000",57.1243,11.03497,14161.01,19312.19,11.42549,12.55292,1.008486,0.819161,70.57701,222.0392,333.2526,5.488,0.4508,2.413958,3.822,278.7444,329,5.9,0.56,2.570055,3.91
"2026-05-03 15:00:00",169647,"NAN",0,0,16.27,33.58,33.58,0.6315857,2.841646,4.27814,1014.671,1014.857,655.3,3.538,1266,0,11,11.67,9.45,"NAN","213IN-SITU AT200 201000",57.09297,11.03489,14164.4,19316.86,11.42848,12.55596,1.008485,0.818328,70.58876,247.0068,331.7527,6.1544,0.196,2.564878,5.6644,279.9556,314,6.2,0.23,2.782111,5.07
"2026-05-03 15:15:00",169648,"NAN",0,0,16.24,32.62,32.62,0.5900992,2.782314,4.129503,1014.426,1014.748,547.2,2.955,1067,0,11.02,11.69,9.48,"NAN","213IN-SITU AT200 201000",57.15559,11.03462,14162.74,19314.73,11.42711,12.55457,1.008486,0.8178,70.57794,234.8046,303.764,6.4484,0,1.923304,1.568,255.1833,309,6.63,0.24,2.147556,1.6
"2026-05-03 15:30:00",169649,"NAN",0,0,16.14,30.92,30.92,0.5790801,2.943957,4.26166,1014.262,1014.601,522,2.819,1021,0,11.03,11.67,9.46,"NAN","213IN-SITU AT200 201000",57.07605,11.03471,14161.51,19313,11.42601,12.55345,1.008483,0.8178,70.60074,243.3174,4.620444,4.1552,0,1.828135,2.2932,274.8889,337,4.69,0.08,2.110222,1.68
"2026-05-03 15:45:00",169650,"NAN",0,0,16.27,31.67,31.67,0.5931184,2.912013,4.26166,1014.181,1014.458,518,2.797,1007,0,11.04,11.67,9.47,"NAN","213IN-SITU AT200 201000",57.00695,11.03425,14159.13,19309.98,11.42405,12.55149,1.008484,0.81794,70.5928,247.3706,67.03273,6.8012,0,2.151209,1.2152,268.0722,51,7.39,0.28,2.429167,1.25
"2026-05-03 16:00:00",169651,"NAN",0,0,16.43,30.31,30.31,0.5725231,2.993011,4.294532,1014.178,1014.392,470.6,2.541,918,0,11.05,11.66,9.48,"NAN","213IN-SITU AT200 201000",56.97931,11.03433,14164.96,19317.9,11.42913,12.55663,1.008484,0.817536,70.59685,267.9806,26.24688,4.6844,0.098,2.138686,2.3912,289.3445,7,5.03,0.19,2.327444,1.83
"2026-05-03 16:15:00",169652,"NAN",0,0,16.49,29.35,29.35,0.5449508,2.987364,4.22854,1014.176,1014.427,420.9,2.273,823,0,11.06,11.65,9.47,"NAN","213IN-SITU AT200 201000",56.95293,11.03452,14161.88,19313.61,11.42639,12.55385,1.008484,0.816524,70.59143,248.0835,21.86827,6.5268,0.3136,2.501178,0.8036,282.4778,14,6.61,0.08,2.677222,1.15
"2026-05-03 16:30:00",169653,"NAN",0,0,16.58,28.26,28.26,0.529277,3.057106,4.261487,1014.174,1014.406,373.5,2.017,732,0,11.07,11.64,9.47,"NAN","213IN-SITU AT200 201000",56.96672,11.03433,14163.75,19316.25,11.42807,12.55556,1.008485,0.816856,70.58451,241.8884,354.3424,6.0172,0,2.125075,2.0188,271.6278,337,6.25,0.13,2.316056,2.13
"2026-05-03 16:45:00",169654,"NAN",0,0,16.53,28.6,28.6,0.5391384,3.06018,4.286119,1014.253,1014.512,325.3,1.757,639.3,0,11.09,11.64,9.48,"NAN","213IN-SITU AT200 201000",56.93873,11.03462,14162.32,19314.15,11.42674,12.5542,1.00849,0.816352,70.54882,260.5695,349.1635,4.5864,0.1764,1.920146,2.6264,273.6167,330,4.67,0.3,2.100055,2
"2026-05-03 17:00:00",169655,"NAN",0,0,16.45,29.22,29.22,0.5495448,3.028194,4.278093,1014.179,1014.432,278.2,1.502,548.5,0,11.11,11.64,9.49,"NAN","213IN-SITU AT200 201000",57.04032,11.03433,14165.09,19318.08,11.42925,12.55675,1.008488,0.815968,70.5667,252.7873,315.0116,5.1352,0,1.752349,2.4696,266.7111,317,5.5,0.04,1.905778,3.02
"2026-05-03 17:15:00",169656,"NAN",0,0,16.37,29.35,29.35,0.5402576,2.964111,4.195642,1014.18,1014.326,232.2,1.254,456.8,0,11.12,11.63,9.49,"NAN","213IN-SITU AT200 201000",56.93977,11.03416,14163.08,19315.43,11.42754,12.55503,1.008487,0.815968,70.5711,260.7985,307.8762,4.214,0,1.928204,2.8616,289.5111,284,5.32,0.13,2.133611,2.43
"2026-05-03 17:30:00",169657,"NAN",0,0,16.2,32.42,32.42,0.5915298,2.813117,4.16259,1014.18,1014.323,185.6,1.002,363.5,0,11.12,11.61,9.47,"NAN","213IN-SITU AT200 201000",56.8505,11.03371,14161.12,19312.98,11.42596,12.55344,1.008483,0.815672,70.60089,275.6569,290.5073,3.5084,0,1.458022,0.6076,283.5167,281,3.72,0.14,1.712,0.84
"2026-05-03 17:45:00",169658,"NAN",0,0,15.67,31.12,31.12,0.5436553,2.752802,3.996771,1014.18,1014.213,38.65,0.209,107.9,0,11.14,11.58,9.44,"NAN","213IN-SITU AT200 201000",56.85345,11.03361,14163.5,19316.26,11.42806,12.55557,1.008481,0.815225,70.61657,263.3718,339.5662,4.5472,0,1.070813,0.6076,255.2333,291,5,0.05,1.308222,0.6
"2026-05-03 18:00:00",169659,"NAN",0,0,15.12,32.66,32.66,0.5557454,2.624585,3.897457,1014.204,1014.079,27.21,0.147,84.9,0,11.15,11.56,9.42,"NAN","213IN-SITU AT200 201000",56.85336,11.03352,14165.91,19319.6,11.43019,12.55774,1.008481,0.814881,70.61785,251.4094,300.4632,2.3324,0,0.5914844,2.3324,263.8445,312,3.08,0.03,0.8001111,3.08
"2026-05-03 18:15:00",169660,"NAN",0,0,14.43,35.42,35.42,0.5808599,2.426003,3.75674,1014.257,1014.08,22.13,0.119,66.94,0,11.17,11.56,9.43,"NAN","213IN-SITU AT200 201000",56.7876,11.03352,14160.46,19312.18,11.42544,12.55291,1.008489,0.814321,70.55983,246.6187,232.7261,2.6656,0,0.4579866,0.7252,241.2,236,2.85,0.13,0.6793333,0.48
"2026-05-03 18:30:00",169661,"NAN",0,0,14.04,36.58,36.58,0.5752297,2.281372,3.597352,1014.43,1014.128,15.95,0.086,45.13,0,11.17,11.55,9.43,"NAN","213IN-SITU AT200 201000",56.77085,11.0327,14163.89,19317.26,11.42867,12.55622,1.008482,0.814559,70.6155,227.9101,241.2467,0.8624,0,0.43414,0.588,230.7222,243,1.25,0.1,0.5566667,0.63
"2026-05-03 18:45:00",169662,"NAN",0,0,13.44,50.21,50.21,0.7386453,1.664801,3.343902,1014.604,1014.243,8.93,0.048,22.37,0,11.16,11.54,9.43,"NAN","213IN-SITU AT200 201000",56.75563,11.03287,14164.7,19318.28,11.42933,12.55688,1.008485,0.813926,70.5922,232.6082,22.45326,0.9604,0,0.5106888,0,220.6389,52,1.18,0.04,0.6384444,0.28
"2026-05-03 19:00:00",169663,"NAN",0,0,11.99,55.06,55.06,0.7573106,1.388247,3.088839,1014.797,1014.4,2.538,0.014,6.086,0,11.16,11.53,9.43,"NAN","213IN-SITU AT200 201000",56.75568,11.03261,14163.25,19316.44,11.42814,12.55568,1.008488,0.814484,70.56785,117.7345,213.3665,0.4704,0,0.05226666,0,172.2,230,0.73,0.03,0.342,0.26
"2026-05-03 19:15:00",169664,"NAN",0,0,11.46,53.9,53.9,0.7217976,1.376904,2.986852,1014.997,1014.593,0.391,0.002,0.913,0,11.16,11.51,9.43,"NAN","213IN-SITU AT200 201000",56.75381,11.03261,14158.67,19310.19,11.42413,12.55162,1.008488,0.814004,70.5744,264.5306,272.9583,0.5292,0,0.12838,0.49,298.4722,272,0.7,0.07,0.3566111,0.53
"2026-05-03 19:30:00",169665,"NAN",0,0,10.86,61.1,61.1,0.7678904,1.068298,2.74592,1015.182,1014.779,0.001,0,0.013,0,11.14,11.51,9.43,"NAN","213IN-SITU AT200 201000",56.71675,11.03187,14159.53,19311.74,11.4251,12.55263,1.008484,0.814438,70.59943,256.8594,251.7226,0.5096,0,0.1711733,0,256.3,278,0.67,0.18,0.4055,0.2
"2026-05-03 19:45:00",169666,"NAN",0,0,9.97,59.84,59.84,0.7204881,1.037109,2.582514,1015.407,1015.008,0,0,0,0,11.14,11.5,9.43,"NAN","213IN-SITU AT200 201000",56.70424,11.03168,14164.93,19319.2,11.42988,12.55748,1.008486,0.813868,70.58657,275.092,232.9958,0,0,0,0,274.3833,263,0.53,0.14,0.2871667,0.23
"2026-05-03 20:00:00",169667,"NAN",0,0,9.39,64.75,64.75,0.7602714,0.8766279,2.487002,1015.422,1015.05,0.01,0,0.026,0,11.13,11.5,9.43,"NAN","213IN-SITU AT200 201000",56.70019,11.03214,14162.99,19316.32,11.42805,12.55561,1.008485,0.813367,70.59579,303.5846,281.1423,0.392,0,0.09190221,0,300.0889,266,0.64,0.14,0.3941111,0.31
"2026-05-03 20:15:00",169668,"NAN",0,0,9.02,65.84,65.84,0.7417225,0.7957044,2.329535,1015.343,1015.151,0.002,0,0.013,0,11.12,11.49,9.43,"NAN","213IN-SITU AT200 201000",56.72346,11.03133,14155.34,19306.29,11.42159,12.54909,1.008487,0.812971,70.57955,278.6672,318.6344,0.3136,0,0.01742222,0,279.3222,303,0.6,0.09,0.3361111,0.46
"2026-05-03 20:30:00",169669,"NAN",0,0,8.68,67.55,67.55,0.7469946,0.7331975,2.259279,1015.425,1015.315,0.009,0,0.026,0,11.09,11.48,9.43,"NAN","213IN-SITU AT200 201000",56.70689,11.03159,14160.83,19313.64,11.42631,12.55386,1.008487,0.812852,70.58274,303.2454,309.4133,0.3528,0,0.05150444,0.2548,292.0889,301,0.69,0.21,0.4785556,0.58
"2026-05-03 20:45:00",169670,"NAN",0,0,8.31,73,73,0.7815487,0.576671,2.135938,1015.671,1015.372,0.008,0,0.033,0,11.08,11.48,9.43,"NAN","213IN-SITU AT200 201000",56.68214,11.03133,14163.71,19317.7,11.42891,12.5565,1.008483,0.812971,70.60912,269.6941,233.6089,0.392,0,0.07393555,0,257.9833,11,0.68,0.04,0.3385,0.18
"2026-05-03 21:00:00",169671,"NAN",0,0,7.637,76.02,76.02,0.7868601,0.4814751,2.007685,1015.589,1015.463,0.002,0,0.013,0,11.06,11.46,9.42,"NAN","213IN-SITU AT200 201000",56.66373,11.03059,14163.06,19317.19,11.42856,12.55618,1.008484,0.812515,70.60301,296.6254,296.8518,0,0,0,0,264.7833,140,0.53,0.02,0.2889444,0.16
"2026-05-03 21:15:00",169672,"NAN",0,0,7.074,75.03,75.03,0.7604899,0.48138,1.927819,1015.589,1015.516,0.009,0,0.013,0,11.04,11.46,9.43,"NAN","213IN-SITU AT200 201000",56.63759,11.03114,14163.14,19317.03,11.42847,12.55607,1.008486,0.813049,70.5895,204.6622,313.2616,0.4116,0,0.1015933,0.2156,239.8889,307,0.67,0.02,0.3787222,0.5
"2026-05-03 21:30:00",169673,"NAN",0,0,7.398,72.34,72.34,0.7453541,0.5505379,1.990283,1015.603,1015.496,0.007,0,0.026,0,11.01,11.45,9.42,"NAN","213IN-SITU AT200 201000",56.62902,11.02995,14166.59,19322.32,11.43183,12.55951,1.00849,0.81241,70.56171,315.9381,312.5196,0.5096,0,0.3068489,0.196,313.4889,310,0.8,0.42,0.5754444,0.43
