"TOA5","GCREW_MARSH_OUTLET","CR1000X","27811","CR1000X.Std.05.01","CPU:GCREW_MARSH_OUTLET_v4.5CR1X.CR1X","21222","SontekTable"
"TIMESTAMP","RECORD","SONTEK_ID","Sample_number","yyyy","MM","dd","hh","Minute","ss","Flowrate","Stage","Mean_velocity","Total_volume","Water_depth","Index_velocity","Cross_area","Water_temperature","System_status","Velocity_XZxc","Velocity_XZzc","Velocity_XZxL","Velocity_XZxR","Batt_Vol_Sontek","Pitch_angle","Roll_angle","Perc_submergance","IceScore"
"TS","RN","","","","","","","","","m","m","m/s","m3","m","m/s","m2","Celsius","unitless","m/s","m/s","m/s","m/s","volts","degrees","degrees","percent","integer"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-07-26 01:51:00",32062,"",7999,2023,7,26,2,42,0,-0.1535,1.043,-0.08,-86580.62,0.993,-0.105,1.93,25.56,0,-0.105,-0.008,-0.107,-0.163,13.19,-1.7,0.1,100,0
"2023-07-26 01:54:00",32063,"",7999,2023,7,26,2,48,0,-0.1544,1.038,-0.08,-86636.13,0.988,-0.105,1.921,25.45,0,-0.105,-0.007,-0.088,-0.152,13.19,-1.7,0.1,100,0
"2023-07-26 01:57:00",32064,"",7999,2023,7,26,2,48,0,-0.1544,1.038,-0.08,-86636.13,0.988,-0.105,1.921,25.45,0,-0.105,-0.007,-0.088,-0.152,13.19,-1.7,0.1,100,0
"2023-07-26 02:00:00",32065,"",7999,2023,7,26,2,54,0,-0.1695,1.036,-0.088,-86695.37,0.986,-0.094,1.916,25.34,0,-0.094,-0.004,-0.033,-0.142,13.19,-1.7,0.1,100,0
"2023-07-26 02:03:00",32066,"",7999,2023,7,26,2,54,0,-0.1695,1.036,-0.088,-86695.37,0.986,-0.094,1.916,25.34,0,-0.094,-0.004,-0.033,-0.142,13.19,-1.7,0.1,100,0
"2023-07-26 02:06:00",32067,"",7999,2023,7,26,3,0,0,-0.1763,1.033,-0.092,-86758.05,0.983,-0.098,1.912,25.23,0,-0.098,-0.003,-0.026,-0.128,13.19,-1.7,0.1,100,0
"2023-07-26 02:09:00",32068,"",7999,2023,7,26,3,0,0,-0.1763,1.033,-0.092,-86758.05,0.983,-0.098,1.912,25.23,0,-0.098,-0.003,-0.026,-0.128,13.19,-1.7,0.1,100,0
"2023-07-26 02:12:00",32069,"",7999,2023,7,26,3,6,0,-0.1741,1.029,-0.091,-86821.01,0.979,-0.097,1.904,25.15,0,-0.097,-0.005,-0.044,-0.128,13.19,-1.7,0.1,100,0
"2023-07-26 02:15:00",32070,"",7999,2023,7,26,3,6,0,-0.1741,1.029,-0.091,-86821.01,0.979,-0.097,1.904,25.15,0,-0.097,-0.005,-0.044,-0.128,13.19,-1.7,0.1,100,0
"2023-07-26 02:18:00",32071,"",7999,2023,7,26,3,12,0,-0.1459,1.017,-0.078,-86876.94,0.967,-0.107,1.883,25.01,0,-0.107,-0.015,-0.053,-0.163,13.19,-1.8,0.1,100,0
"2023-07-26 02:21:00",32072,"",7999,2023,7,26,3,12,0,-0.1459,1.017,-0.078,-86876.94,0.967,-0.107,1.883,25.01,0,-0.107,-0.015,-0.053,-0.163,13.19,-1.8,0.1,100,0
"2023-07-26 02:24:00",32073,"",7999,2023,7,26,3,18,0,-0.1427,1.007,-0.077,-86928.71,0.957,-0.104,1.864,24.86,0,-0.104,-0.007,-0.065,-0.149,13.19,-1.7,0,100,0
"2023-07-26 02:27:00",32074,"",7999,2023,7,26,3,18,0,-0.1427,1.007,-0.077,-86928.71,0.957,-0.104,1.864,24.86,0,-0.104,-0.007,-0.065,-0.149,13.19,-1.7,0,100,0
"2023-07-26 02:30:00",32075,"",7999,2023,7,26,3,24,0,-0.1461,1.001,-0.079,-86980.92,0.951,-0.084,1.853,24.74,0,-0.084,-0.006,-0.049,-0.128,13.19,-1.7,0.1,100,0
"2023-07-26 02:33:00",32076,"",7999,2023,7,26,3,24,0,-0.1461,1.001,-0.079,-86980.92,0.951,-0.084,1.853,24.74,0,-0.084,-0.006,-0.049,-0.128,13.19,-1.7,0.1,100,0
"2023-07-26 02:36:00",32077,"",7999,2023,7,26,3,30,0,-0.1464,0.995,-0.08,-87033.6,0.945,-0.085,1.841,24.65,0,-0.085,-0.007,-0.051,-0.133,13.19,-1.7,0.1,100,0
"2023-07-26 02:39:00",32078,"",7999,2023,7,26,3,30,0,-0.1464,0.995,-0.08,-87033.6,0.945,-0.085,1.841,24.65,0,-0.085,-0.007,-0.051,-0.133,13.19,-1.7,0.1,100,0
"2023-07-26 02:42:00",32079,"",7999,2023,7,26,3,36,0,-0.1575,0.988,-0.086,-87088.98,0.938,-0.091,1.829,24.54,0,-0.091,-0.008,-0.046,-0.137,13.19,-1.7,0.1,100,0
"2023-07-26 02:45:00",32080,"",7999,2023,7,26,3,36,0,-0.1575,0.988,-0.086,-87088.98,0.938,-0.091,1.829,24.54,0,-0.091,-0.008,-0.046,-0.137,13.19,-1.7,0.1,100,0
"2023-07-26 02:48:00",32081,"",7999,2023,7,26,3,42,0,-0.1671,0.98,-0.092,-87148.02,0.93,-0.098,1.814,24.45,0,-0.098,-0.006,-0.035,-0.133,13.19,-1.7,0.1,100,0
"2023-07-26 02:51:00",32082,"",7999,2023,7,26,3,42,0,-0.1671,0.98,-0.092,-87148.02,0.93,-0.098,1.814,24.45,0,-0.098,-0.006,-0.035,-0.133,13.19,-1.7,0.1,100,0
"2023-07-26 02:54:00",32083,"",7999,2023,7,26,3,48,0,-0.1436,0.973,-0.08,-87202.55,0.923,-0.084,1.8,24.37,0,-0.084,-0.003,-0.04,-0.118,13.19,-1.7,0.1,100,0
